Municipio código	Municipio nombre	Año	Votos	Siglas
22001	Abiego	2011	127	PP-PAR
22001	Abiego	2011	25	PSOE
22001	Abiego	2011	8	CHA-IU
22001	Abiego	2011	9	UPyD
22001	Abiego	2011	1	EQUO
22001	Abiego	2011	0	PACMA
22001	Abiego	2011	0	Eb
22001	Abiego	2011	0	PCPE
22001	Abiego	2011	0	PUM+J
22001	Abiego	2011	1	PIRATA
22001	Abiego	2011	0	UCE
22001	Abiego	2011	0	DeC
22001	Abiego	2011	0	PH
22001	Abiego	2011	0	P-LIB
22001	Abiego	2011	0	SXT
22002	Abizanda	2011	34	PP-PAR
22002	Abizanda	2011	33	PSOE
22002	Abizanda	2011	4	CHA-IU
22002	Abizanda	2011	4	UPyD
22002	Abizanda	2011	0	EQUO
22002	Abizanda	2011	1	PACMA
22002	Abizanda	2011	0	Eb
22002	Abizanda	2011	1	PCPE
22002	Abizanda	2011	2	PUM+J
22002	Abizanda	2011	2	PIRATA
22002	Abizanda	2011	0	UCE
22002	Abizanda	2011	0	DeC
22002	Abizanda	2011	0	PH
22002	Abizanda	2011	0	P-LIB
22002	Abizanda	2011	0	SXT
22003	Adahuesca	2011	58	PP-PAR
22003	Adahuesca	2011	25	PSOE
22003	Adahuesca	2011	14	CHA-IU
22003	Adahuesca	2011	8	UPyD
22003	Adahuesca	2011	5	EQUO
22003	Adahuesca	2011	1	PACMA
22003	Adahuesca	2011	0	Eb
22003	Adahuesca	2011	1	PCPE
22003	Adahuesca	2011	2	PUM+J
22003	Adahuesca	2011	0	PIRATA
22003	Adahuesca	2011	0	UCE
22003	Adahuesca	2011	0	DeC
22003	Adahuesca	2011	0	PH
22003	Adahuesca	2011	0	P-LIB
22003	Adahuesca	2011	0	SXT
22004	Agüero	2011	44	PP-PAR
22004	Agüero	2011	33	PSOE
22004	Agüero	2011	7	CHA-IU
22004	Agüero	2011	4	UPyD
22004	Agüero	2011	1	EQUO
22004	Agüero	2011	1	PACMA
22004	Agüero	2011	0	Eb
22004	Agüero	2011	0	PCPE
22004	Agüero	2011	1	PUM+J
22004	Agüero	2011	0	PIRATA
22004	Agüero	2011	4	UCE
22004	Agüero	2011	0	DeC
22004	Agüero	2011	0	PH
22004	Agüero	2011	0	P-LIB
22004	Agüero	2011	0	SXT
22006	Aísa	2011	68	PP-PAR
22006	Aísa	2011	72	PSOE
22006	Aísa	2011	34	CHA-IU
22006	Aísa	2011	13	UPyD
22006	Aísa	2011	2	EQUO
22006	Aísa	2011	2	PACMA
22006	Aísa	2011	0	Eb
22006	Aísa	2011	0	PCPE
22006	Aísa	2011	0	PUM+J
22006	Aísa	2011	0	PIRATA
22006	Aísa	2011	1	UCE
22006	Aísa	2011	0	DeC
22006	Aísa	2011	0	PH
22006	Aísa	2011	0	P-LIB
22006	Aísa	2011	0	SXT
22007	Albalate de Cinca	2011	363	PP-PAR
22007	Albalate de Cinca	2011	194	PSOE
22007	Albalate de Cinca	2011	26	CHA-IU
22007	Albalate de Cinca	2011	19	UPyD
22007	Albalate de Cinca	2011	4	EQUO
22007	Albalate de Cinca	2011	2	PACMA
22007	Albalate de Cinca	2011	0	Eb
22007	Albalate de Cinca	2011	2	PCPE
22007	Albalate de Cinca	2011	2	PUM+J
22007	Albalate de Cinca	2011	1	PIRATA
22007	Albalate de Cinca	2011	0	UCE
22007	Albalate de Cinca	2011	0	DeC
22007	Albalate de Cinca	2011	0	PH
22007	Albalate de Cinca	2011	0	P-LIB
22007	Albalate de Cinca	2011	0	SXT
22008	Albalatillo	2011	95	PP-PAR
22008	Albalatillo	2011	36	PSOE
22008	Albalatillo	2011	12	CHA-IU
22008	Albalatillo	2011	4	UPyD
22008	Albalatillo	2011	5	EQUO
22008	Albalatillo	2011	0	PACMA
22008	Albalatillo	2011	0	Eb
22008	Albalatillo	2011	1	PCPE
22008	Albalatillo	2011	1	PUM+J
22008	Albalatillo	2011	1	PIRATA
22008	Albalatillo	2011	1	UCE
22008	Albalatillo	2011	0	DeC
22008	Albalatillo	2011	0	PH
22008	Albalatillo	2011	0	P-LIB
22008	Albalatillo	2011	0	SXT
22009	Albelda	2011	178	PP-PAR
22009	Albelda	2011	212	PSOE
22009	Albelda	2011	48	CHA-IU
22009	Albelda	2011	8	UPyD
22009	Albelda	2011	2	EQUO
22009	Albelda	2011	3	PACMA
22009	Albelda	2011	0	Eb
22009	Albelda	2011	3	PCPE
22009	Albelda	2011	2	PUM+J
22009	Albelda	2011	1	PIRATA
22009	Albelda	2011	1	UCE
22009	Albelda	2011	0	DeC
22009	Albelda	2011	0	PH
22009	Albelda	2011	0	P-LIB
22009	Albelda	2011	0	SXT
22011	Albero Alto	2011	47	PP-PAR
22011	Albero Alto	2011	19	PSOE
22011	Albero Alto	2011	1	CHA-IU
22011	Albero Alto	2011	5	UPyD
22011	Albero Alto	2011	2	EQUO
22011	Albero Alto	2011	0	PACMA
22011	Albero Alto	2011	0	Eb
22011	Albero Alto	2011	0	PCPE
22011	Albero Alto	2011	0	PUM+J
22011	Albero Alto	2011	1	PIRATA
22011	Albero Alto	2011	0	UCE
22011	Albero Alto	2011	0	DeC
22011	Albero Alto	2011	0	PH
22011	Albero Alto	2011	0	P-LIB
22011	Albero Alto	2011	0	SXT
22012	Albero Bajo	2011	44	PP-PAR
22012	Albero Bajo	2011	17	PSOE
22012	Albero Bajo	2011	5	CHA-IU
22012	Albero Bajo	2011	3	UPyD
22012	Albero Bajo	2011	0	EQUO
22012	Albero Bajo	2011	0	PACMA
22012	Albero Bajo	2011	0	Eb
22012	Albero Bajo	2011	0	PCPE
22012	Albero Bajo	2011	0	PUM+J
22012	Albero Bajo	2011	0	PIRATA
22012	Albero Bajo	2011	0	UCE
22012	Albero Bajo	2011	0	DeC
22012	Albero Bajo	2011	0	PH
22012	Albero Bajo	2011	0	P-LIB
22012	Albero Bajo	2011	0	SXT
22013	Alberuela de Tubo	2011	119	PP-PAR
22013	Alberuela de Tubo	2011	90	PSOE
22013	Alberuela de Tubo	2011	16	CHA-IU
22013	Alberuela de Tubo	2011	6	UPyD
22013	Alberuela de Tubo	2011	1	EQUO
22013	Alberuela de Tubo	2011	0	PACMA
22013	Alberuela de Tubo	2011	0	Eb
22013	Alberuela de Tubo	2011	0	PCPE
22013	Alberuela de Tubo	2011	0	PUM+J
22013	Alberuela de Tubo	2011	1	PIRATA
22013	Alberuela de Tubo	2011	0	UCE
22013	Alberuela de Tubo	2011	0	DeC
22013	Alberuela de Tubo	2011	0	PH
22013	Alberuela de Tubo	2011	0	P-LIB
22013	Alberuela de Tubo	2011	0	SXT
22014	Alcalá de Gurrea	2011	90	PP-PAR
22014	Alcalá de Gurrea	2011	86	PSOE
22014	Alcalá de Gurrea	2011	8	CHA-IU
22014	Alcalá de Gurrea	2011	2	UPyD
22014	Alcalá de Gurrea	2011	1	EQUO
22014	Alcalá de Gurrea	2011	1	PACMA
22014	Alcalá de Gurrea	2011	0	Eb
22014	Alcalá de Gurrea	2011	0	PCPE
22014	Alcalá de Gurrea	2011	1	PUM+J
22014	Alcalá de Gurrea	2011	1	PIRATA
22014	Alcalá de Gurrea	2011	0	UCE
22014	Alcalá de Gurrea	2011	0	DeC
22014	Alcalá de Gurrea	2011	0	PH
22014	Alcalá de Gurrea	2011	0	P-LIB
22014	Alcalá de Gurrea	2011	0	SXT
22015	Alcalá del Obispo	2011	117	PP-PAR
22015	Alcalá del Obispo	2011	72	PSOE
