Municipio código	Municipio nombre	Año	Votos	Siglas
22001	Abiego	2015	4	IU-CHA-UPeC
22001	Abiego	2015	1	UPYD
22001	Abiego	2015	0	PACMA
22001	Abiego	2015	0	EB
22001	Abiego	2015	0	RECORTES CERO-GRUPO VERDE
22001	Abiego	2015	0	PCPE
22001	Abiego	2015	88	F.I.A.
22001	Abiego	2015	0	Independientes-FIA
22001	Abiego	2015	25	ALTOARAGONenCOMUN
22001	Abiego	2015	17	MAS
22001	Abiego	2015	31	TA
22002	Abizanda	2015	3	IU-CHA-UPeC
22002	Abizanda	2015	0	UPYD
22002	Abizanda	2015	0	PACMA
22002	Abizanda	2015	0	EB
22002	Abizanda	2015	0	RECORTES CERO-GRUPO VERDE
22002	Abizanda	2015	0	PCPE
22002	Abizanda	2015	46	F.I.A.
22002	Abizanda	2015	0	Independientes-FIA
22002	Abizanda	2015	25	ALTOARAGONenCOMUN
22002	Abizanda	2015	11	MAS
22002	Abizanda	2015	8	TA
22003	Adahuesca	2015	6	IU-CHA-UPeC
22003	Adahuesca	2015	1	UPYD
22003	Adahuesca	2015	3	PACMA
22003	Adahuesca	2015	1	EB
22003	Adahuesca	2015	0	RECORTES CERO-GRUPO VERDE
22003	Adahuesca	2015	0	PCPE
22003	Adahuesca	2015	0	Independientes-FIA
22003	Adahuesca	2015	45	F.I.A.
22003	Adahuesca	2015	22	ALTOARAGONenCOMUN
22003	Adahuesca	2015	18	MAS
22003	Adahuesca	2015	23	TA
22004	Agüero	2015	1	IU-CHA-UPeC
22004	Agüero	2015	0	UPYD
22004	Agüero	2015	0	PACMA
22004	Agüero	2015	2	EB
22004	Agüero	2015	0	RECORTES CERO-GRUPO VERDE
22004	Agüero	2015	0	PCPE
22004	Agüero	2015	0	Independientes-FIA
22004	Agüero	2015	25	F.I.A.
22004	Agüero	2015	16	ALTOARAGONenCOMUN
22004	Agüero	2015	19	MAS
22004	Agüero	2015	16	TA
22006	Aísa	2015	20	IU-CHA-UPeC
22006	Aísa	2015	4	UPYD
22006	Aísa	2015	0	PACMA
22006	Aísa	2015	1	EB
22006	Aísa	2015	0	RECORTES CERO-GRUPO VERDE
22006	Aísa	2015	0	PCPE
22006	Aísa	2015	0	Independientes-FIA
22006	Aísa	2015	55	F.I.A.
22006	Aísa	2015	49	ALTOARAGONenCOMUN
22006	Aísa	2015	62	MAS
22006	Aísa	2015	23	TA
22007	Albalate de Cinca	2015	10	IU-CHA-UPeC
22007	Albalate de Cinca	2015	1	UPYD
22007	Albalate de Cinca	2015	2	PACMA
22007	Albalate de Cinca	2015	1	EB
22007	Albalate de Cinca	2015	1	RECORTES CERO-GRUPO VERDE
22007	Albalate de Cinca	2015	2	PCPE
22007	Albalate de Cinca	2015	267	F.I.A.
22007	Albalate de Cinca	2015	2	Independientes-FIA
22007	Albalate de Cinca	2015	162	ALTOARAGONenCOMUN
22007	Albalate de Cinca	2015	68	MAS
22007	Albalate de Cinca	2015	74	TA
22008	Albalatillo	2015	6	IU-CHA-UPeC
22008	Albalatillo	2015	0	UPYD
22008	Albalatillo	2015	0	PACMA
22008	Albalatillo	2015	0	EB
22008	Albalatillo	2015	0	RECORTES CERO-GRUPO VERDE
22008	Albalatillo	2015	0	PCPE
22008	Albalatillo	2015	68	F.I.A.
22008	Albalatillo	2015	0	Independientes-FIA
22008	Albalatillo	2015	29	ALTOARAGONenCOMUN
22008	Albalatillo	2015	19	MAS
22008	Albalatillo	2015	13	TA
22009	Albelda	2015	10	IU-CHA-UPeC
22009	Albelda	2015	5	UPYD
22009	Albelda	2015	0	PACMA
22009	Albelda	2015	0	EB
22009	Albelda	2015	0	RECORTES CERO-GRUPO VERDE
22009	Albelda	2015	2	PCPE
22009	Albelda	2015	0	Independientes-FIA
22009	Albelda	2015	123	F.I.A.
22009	Albelda	2015	147	ALTOARAGONenCOMUN
22009	Albelda	2015	115	MAS
22009	Albelda	2015	54	TA
22011	Albero Alto	2015	1	IU-CHA-UPeC
22011	Albero Alto	2015	0	UPYD
22011	Albero Alto	2015	0	PACMA
22011	Albero Alto	2015	0	EB
22011	Albero Alto	2015	0	RECORTES CERO-GRUPO VERDE
22011	Albero Alto	2015	0	PCPE
22011	Albero Alto	2015	0	Independientes-FIA
22011	Albero Alto	2015	38	F.I.A.
22011	Albero Alto	2015	9	ALTOARAGONenCOMUN
22011	Albero Alto	2015	13	MAS
22011	Albero Alto	2015	8	TA
22012	Albero Bajo	2015	5	IU-CHA-UPeC
22012	Albero Bajo	2015	0	UPYD
22012	Albero Bajo	2015	0	PACMA
22012	Albero Bajo	2015	0	EB
22012	Albero Bajo	2015	0	RECORTES CERO-GRUPO VERDE
22012	Albero Bajo	2015	0	PCPE
22012	Albero Bajo	2015	0	Independientes-FIA
22012	Albero Bajo	2015	31	F.I.A.
22012	Albero Bajo	2015	18	ALTOARAGONenCOMUN
22012	Albero Bajo	2015	8	MAS
22012	Albero Bajo	2015	20	TA
22013	Alberuela de Tubo	2015	8	IU-CHA-UPeC
22013	Alberuela de Tubo	2015	1	UPYD
22013	Alberuela de Tubo	2015	0	PACMA
22013	Alberuela de Tubo	2015	0	EB
22013	Alberuela de Tubo	2015	0	RECORTES CERO-GRUPO VERDE
22013	Alberuela de Tubo	2015	0	PCPE
22013	Alberuela de Tubo	2015	85	F.I.A.
22013	Alberuela de Tubo	2015	0	Independientes-FIA
22013	Alberuela de Tubo	2015	76	ALTOARAGONenCOMUN
22013	Alberuela de Tubo	2015	29	MAS
22013	Alberuela de Tubo	2015	32	TA
22014	Alcalá de Gurrea	2015	5	IU-CHA-UPeC
22014	Alcalá de Gurrea	2015	1	UPYD
22014	Alcalá de Gurrea	2015	0	PACMA
22014	Alcalá de Gurrea	2015	1	EB
22014	Alcalá de Gurrea	2015	0	RECORTES CERO-GRUPO VERDE
22014	Alcalá de Gurrea	2015	0	PCPE
22014	Alcalá de Gurrea	2015	1	Independientes-FIA
22014	Alcalá de Gurrea	2015	67	F.I.A.
22014	Alcalá de Gurrea	2015	62	ALTOARAGONenCOMUN
22014	Alcalá de Gurrea	2015	27	MAS
22014	Alcalá de Gurrea	2015	17	TA
22015	Alcalá del Obispo	2015	12	IU-CHA-UPeC
22015	Alcalá del Obispo	2015	7	UPYD
22015	Alcalá del Obispo	2015	2	PACMA
22015	Alcalá del Obispo	2015	1	EB
22015	Alcalá del Obispo	2015	0	RECORTES CERO-GRUPO VERDE
22015	Alcalá del Obispo	2015	0	PCPE
22015	Alcalá del Obispo	2015	1	Independientes-FIA
22015	Alcalá del Obispo	2015	87	F.I.A.
22015	Alcalá del Obispo	2015	53	ALTOARAGONenCOMUN
22015	Alcalá del Obispo	2015	42	MAS
22015	Alcalá del Obispo	2015	28	TA
22016	Alcampell	2015	20	IU-CHA-UPeC
22016	Alcampell	2015	1	UPYD
22016	Alcampell	2015	3	PACMA
22016	Alcampell	2015	2	EB
22016	Alcampell	2015	3	RECORTES CERO-GRUPO VERDE
22016	Alcampell	2015	1	PCPE
22016	Alcampell	2015	139	F.I.A.
22016	Alcampell	2015	0	Independientes-FIA
22016	Alcampell	2015	158	ALTOARAGONenCOMUN
22016	Alcampell	2015	73	MAS
22016	Alcampell	2015	36	TA
22017	Alcolea de Cinca	2015	28	IU-CHA-UPeC
22017	Alcolea de Cinca	2015	6	UPYD
22017	Alcolea de Cinca	2015	2	PACMA
22017	Alcolea de Cinca	2015	0	EB
22017	Alcolea de Cinca	2015	3	RECORTES CERO-GRUPO VERDE
22017	Alcolea de Cinca	2015	1	PCPE
22017	Alcolea de Cinca	2015	231	F.I.A.
22017	Alcolea de Cinca	2015	0	Independientes-FIA
22017	Alcolea de Cinca	2015	179	ALTOARAGONenCOMUN
22017	Alcolea de Cinca	2015	93	MAS
22017	Alcolea de Cinca	2015	101	TA
22018	Alcubierre	2015	16	IU-CHA-UPeC
22018	Alcubierre	2015	0	UPYD
22018	Alcubierre	2015	0	PACMA
22018	Alcubierre	2015	1	EB
22018	Alcubierre	2015	0	RECORTES CERO-GRUPO VERDE
22018	Alcubierre	2015	1	PCPE
22018	Alcubierre	2015	81	F.I.A.
22018	Alcubierre	2015	0	Independientes-FIA
22018	Alcubierre	2015	83	ALTOARAGONenCOMUN
22018	Alcubierre	2015	33	MAS
22018	Alcubierre	2015	24	TA
22019	Alerre	2015	7	IU-CHA-UPeC
22019	Alerre	2015	2	UPYD
22019	Alerre	2015	1	PACMA
22019	Alerre	2015	0	EB
22019	Alerre	2015	1	RECORTES CERO-GRUPO VERDE
22019	Alerre	2015	0	PCPE
22019	Alerre	2015	1	Independientes-FIA
22019	Alerre	2015	40	F.I.A.
22019	Alerre	2015	36	ALTOARAGONenCOMUN
22019	Alerre	2015	31	MAS
22019	Alerre	2015	36	TA
22020	Alfántega	2015	3	IU-CHA-UPeC
22020	Alfántega	2015	0	UPYD
22020	Alfántega	2015	0	PACMA
22020	Alfántega	2015	2	EB
22020	Alfántega	2015	0	RECORTES CERO-GRUPO VERDE
22020	Alfántega	2015	0	PCPE
22020	Alfántega	2015	0	Independientes-FIA
22020	Alfántega	2015	36	F.I.A.
22020	Alfántega	2015	18	ALTOARAGONenCOMUN
22020	Alfántega	2015	18	MAS
22020	Alfántega	2015	11	TA
22021	Almudévar	2015	73	IU-CHA-UPeC
22021	Almudévar	2015	8	UPYD
22021	Almudévar	2015	3	PACMA
22021	Almudévar	2015	4	EB
22021	Almudévar	2015	0	RECORTES CERO-GRUPO VERDE
22021	Almudévar	2015	4	PCPE
22021	Almudévar	2015	1	Independientes-FIA
22021	Almudévar	2015	455	F.I.A.
22021	Almudévar	2015	447	ALTOARAGONenCOMUN
22021	Almudévar	2015	229	MAS
22021	Almudévar	2015	231	TA
22022	Almunia de San Juan	2015	28	IU-CHA-UPeC
22022	Almunia de San Juan	2015	4	UPYD
22022	Almunia de San Juan	2015	3	PACMA
22022	Almunia de San Juan	2015	4	EB
22022	Almunia de San Juan	2015	1	RECORTES CERO-GRUPO VERDE
22022	Almunia de San Juan	2015	1	PCPE
22022	Almunia de San Juan	2015	112	F.I.A.
22022	Almunia de San Juan	2015	1	Independientes-FIA
22022	Almunia de San Juan	2015	121	ALTOARAGONenCOMUN
22022	Almunia de San Juan	2015	79	MAS
22022	Almunia de San Juan	2015	72	TA
22023	Almuniente	2015	3	IU-CHA-UPeC
22023	Almuniente	2015	0	UPYD
22023	Almuniente	2015	0	PACMA
22023	Almuniente	2015	0	EB
22023	Almuniente	2015	1	RECORTES CERO-GRUPO VERDE
22023	Almuniente	2015	1	PCPE
22023	Almuniente	2015	0	Independientes-FIA
22023	Almuniente	2015	136	F.I.A.
22023	Almuniente	2015	101	ALTOARAGONenCOMUN
22023	Almuniente	2015	33	MAS
22023	Almuniente	2015	52	TA
22024	Alquézar	2015	18	IU-CHA-UPeC
22024	Alquézar	2015	2	UPYD
22024	Alquézar	2015	2	PACMA
22024	Alquézar	2015	1	EB
22024	Alquézar	2015	3	RECORTES CERO-GRUPO VERDE
22024	Alquézar	2015	0	PCPE
22024	Alquézar	2015	39	F.I.A.
22024	Alquézar	2015	0	Independientes-FIA
22024	Alquézar	2015	34	ALTOARAGONenCOMUN
22024	Alquézar	2015	48	MAS
22024	Alquézar	2015	26	TA
22025	Altorricón	2015	26	IU-CHA-UPeC
22025	Altorricón	2015	2	UPYD
22025	Altorricón	2015	6	PACMA
22025	Altorricón	2015	2	EB
22025	Altorricón	2015	0	RECORTES CERO-GRUPO VERDE
22025	Altorricón	2015	1	PCPE
22025	Altorricón	2015	273	F.I.A.
22025	Altorricón	2015	0	Independientes-FIA
22025	Altorricón	2015	172	ALTOARAGONenCOMUN
22025	Altorricón	2015	100	MAS
22025	Altorricón	2015	117	TA
22027	Angüés	2015	4	IU-CHA-UPeC
22027	Angüés	2015	2	UPYD
22027	Angüés	2015	2	PACMA
22027	Angüés	2015	1	EB
22027	Angüés	2015	1	RECORTES CERO-GRUPO VERDE
22027	Angüés	2015	0	PCPE
22027	Angüés	2015	78	F.I.A.
22027	Angüés	2015	0	Independientes-FIA
22027	Angüés	2015	60	ALTOARAGONenCOMUN
22027	Angüés	2015	32	MAS
22027	Angüés	2015	34	TA
22028	Ansó	2015	14	IU-CHA-UPeC
22028	Ansó	2015	4	UPYD
22028	Ansó	2015	1	PACMA
22028	Ansó	2015	1	EB
22028	Ansó	2015	0	RECORTES CERO-GRUPO VERDE
22028	Ansó	2015	0	PCPE
22028	Ansó	2015	0	Independientes-FIA
22028	Ansó	2015	91	F.I.A.
22028	Ansó	2015	66	ALTOARAGONenCOMUN
22028	Ansó	2015	74	MAS
22028	Ansó	2015	41	TA
22029	Antillón	2015	6	IU-CHA-UPeC
22029	Antillón	2015	0	UPYD
22029	Antillón	2015	0	PACMA
22029	Antillón	2015	1	EB
22029	Antillón	2015	0	RECORTES CERO-GRUPO VERDE
22029	Antillón	2015	0	PCPE
