Año	Comarca	Municipio	Entidad singular	Núcleo	Personas
2017	04-La Ribagorza	22233-Torre la Ribera	222330002 - Vilas del Turbón	22233000201 - Vilas del Turbón	36
2017	04-La Ribagorza	22233-Torre la Ribera	222330003 - Villacarli	22233000301 - Villacarli	21
2017	04-La Ribagorza	22233-Torre la Ribera	222330003 - Villacarli	22233000399 - *Diseminado*	8
2017	04-La Ribagorza	22233-Torre la Ribera	222330004 - Visalibons	22233000401 - Visalibons	14
2017	04-La Ribagorza	22243-Valle de Bardají	222430001 - Aguascaldas	22243000199 - *Diseminado*	35
2017	04-La Ribagorza	22244-Valle de Lierp	222440001 - Egea	22244000101 - Egea	17
2017	04-La Ribagorza	22244-Valle de Lierp	222440002 - Padarniu	22244000299 - *Diseminado*	4
2017	04-La Ribagorza	22244-Valle de Lierp	222440003 - Pueyo	22244000399 - *Diseminado*	5
2017	04-La Ribagorza	22244-Valle de Lierp	222440004 - Reperós	22244000499 - *Diseminado*	2
2017	04-La Ribagorza	22244-Valle de Lierp	222440005 - Sala	22244000599 - *Diseminado*	7
2017	04-La Ribagorza	22244-Valle de Lierp	222440006 - Serrate	22244000699 - *Diseminado*	13
2017	04-La Ribagorza	22246-Beranuy	222460001 - Ballabriga	22246000101 - Ballabriga	3
2017	04-La Ribagorza	22246-Beranuy	222460002 - Beranuy	22246000201 - Beranuy	20
2017	04-La Ribagorza	22246-Beranuy	222460003 - Biescas de Obarra	22246000301 - Biescas de Obarra	10
2017	04-La Ribagorza	22246-Beranuy	222460004 - Calvera	22246000401 - Calvera	14
2017	04-La Ribagorza	22246-Beranuy	222460004 - Calvera	22246000499 - *Diseminado*	1
2017	04-La Ribagorza	22246-Beranuy	222460005 - Herrerías (Las)	22246000599 - *Diseminado*	10
2017	04-La Ribagorza	22246-Beranuy	222460007 - Pardinella	22246000701 - Pardinella	9
2017	04-La Ribagorza	22246-Beranuy	222460007 - Pardinella	22246000799 - *Diseminado*	10
2017	04-La Ribagorza	22247-Viacamp y Litera	222470001 - Chiriveta	22247000199 - *Diseminado*	1
2017	04-La Ribagorza	22247-Viacamp y Litera	222470003 - Litera	22247000301 - Litera	13
2017	04-La Ribagorza	22247-Viacamp y Litera	222470004 - Viacamp	22247000499 - *Diseminado*	19
2017	04-La Ribagorza	22247-Viacamp y Litera	222470005 - Montfalcó	22247000599 - *Diseminado*	2
2017	04-La Ribagorza	22249-Villanova	222490001 - Villanova	22249000101 - Villanova	138
2017	04-La Ribagorza	22249-Villanova	222490001 - Villanova	22249000199 - *Diseminado*	26
2017	05-Cinco Villas	50033-Ardisa	500330001 - Ardisa	50033000101 - Ardisa	61
2017	05-Cinco Villas	50033-Ardisa	500330002 - Casas de Esper	50033000201 - Casas de Esper	11
2017	05-Cinco Villas	50036-Asín	500360001 - Asín	50036000101 - Asín	101
2017	05-Cinco Villas	50036-Asín	500360001 - Asín	50036000199 - *Diseminado*	1
2017	05-Cinco Villas	50041-Bagüés	500410001 - Bagüés	50041000101 - Bagüés	11
2017	05-Cinco Villas	50051-Biota	500510001 - Biota	50051000101 - Biota	945
2017	05-Cinco Villas	50051-Biota	500510002 - Malpica de Arba	50051000201 - Malpica de Arba	14
2017	05-Cinco Villas	50077-Castejón de Valdejasa	500770001 - Castejón de Valdejasa	50077000101 - Castejón de Valdejasa	219
2017	05-Cinco Villas	50077-Castejón de Valdejasa	500770001 - Castejón de Valdejasa	50077000199 - *Diseminado*	2
2017	05-Cinco Villas	50078-Castiliscar	500780001 - Castiliscar	50078000101 - Castiliscar	262
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950001 - Bárdenas	50095000101 - Bárdenas	482
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950002 - Bayo (El)	50095000201 - Bayo (El)	279
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000301 - Ejea de los Caballeros	13817
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000399 - *Diseminado*	2
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950004 - Farasdués	50095000401 - Farasdués	79
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950004 - Farasdués	50095000499 - *Diseminado*	1
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950005 - Pinsoro	50095000501 - Pinsoro	661
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950006 - Rivas	50095000601 - Rivas	420
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950007 - Sabinar (El)	50095000701 - Sabinar (El)	181
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950008 - Santa Anastasia	50095000801 - Santa Anastasia	386
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950009 - Valareña	50095000901 - Valareña	286
2017	05-Cinco Villas	50095-Ejea de los Caballeros	500950009 - Valareña	50095000999 - *Diseminado*	2
2017	05-Cinco Villas	50100-Erla	501000001 - Erla	50100000101 - Erla	348
2017	05-Cinco Villas	50100-Erla	501000001 - Erla	50100000199 - *Diseminado*	6
2017	05-Cinco Villas	50109-Frago (El)	501090001 - Frago (El)	50109000101 - Frago (El)	106
2017	05-Cinco Villas	50109-Frago (El)	501090001 - Frago (El)	50109000199 - *Diseminado*	1
2017	05-Cinco Villas	50128-Isuerre	501280001 - Isuerre	50128000101 - Isuerre	31
2017	05-Cinco Villas	50135-Layana	501350001 - Layana	50135000101 - Layana	105
2017	05-Cinco Villas	50142-Lobera de Onsella	501420001 - Lobera de Onsella	50142000101 - Lobera de Onsella	30
2017	05-Cinco Villas	50144-Longás	501440001 - Longás	50144000101 - Longás	32
2017	05-Cinco Villas	50148-Luesia	501480001 - Luesia	50148000101 - Luesia	307
2017	05-Cinco Villas	50148-Luesia	501480001 - Luesia	50148000199 - *Diseminado*	3
2017	05-Cinco Villas	50151-Luna	501510001 - Lacorvilla	50151000101 - Lacorvilla	56
2017	05-Cinco Villas	50151-Luna	501510002 - Luna	50151000201 - Luna	656
2017	05-Cinco Villas	50151-Luna	501510002 - Luna	50151000299 - *Diseminado*	14
2017	05-Cinco Villas	50186-Navardún	501860002 - Gordún	50186000201 - Gordún	6
2017	05-Cinco Villas	50186-Navardún	501860003 - Navardún	50186000301 - Navardún	35
2017	05-Cinco Villas	50197-Orés	501970001 - Orés	50197000101 - Orés	106
2017	05-Cinco Villas	50205-Pedrosas (Las)	502050001 - Pedrosas (Las)	50205000101 - Pedrosas (Las)	89
2017	05-Cinco Villas	50205-Pedrosas (Las)	502050001 - Pedrosas (Las)	50205000199 - *Diseminado*	17
2017	05-Cinco Villas	50207-Piedratajada	502070002 - Piedratajada	50207000201 - Piedratajada	109
2017	05-Cinco Villas	50207-Piedratajada	502070002 - Piedratajada	50207000299 - *Diseminado*	1
2017	05-Cinco Villas	50210-Pintanos (Los)	502100001 - Pintano	50210000101 - Pintano	18
2017	05-Cinco Villas	50210-Pintanos (Los)	502100002 - Undués-Pintano	50210000201 - Undués-Pintano	19
2017	05-Cinco Villas	50220-Puendeluna	502200001 - Puendeluna	50220000101 - Puendeluna	41
2017	05-Cinco Villas	50220-Puendeluna	502200001 - Puendeluna	50220000199 - *Diseminado*	5
2017	05-Cinco Villas	50230-Sádaba	502300001 - Alera	50230000101 - Alera	145
2017	05-Cinco Villas	50230-Sádaba	502300002 - Sádaba	50230000201 - Sádaba	1202
2017	05-Cinco Villas	50244-Sierra de Luna	502440001 - Sierra de Luna	50244000101 - Sierra de Luna	250
2017	05-Cinco Villas	50248-Sos del Rey Católico	502480002 - Campo Real	50248000201 - Campo Real	8
2017	05-Cinco Villas	50248-Sos del Rey Católico	502480004 - Sofuentes	50248000401 - Sofuentes	84
2017	05-Cinco Villas	50248-Sos del Rey Católico	502480005 - Sos del Rey Católico	50248000501 - Sos del Rey Católico	491
2017	05-Cinco Villas	50248-Sos del Rey Católico	502480005 - Sos del Rey Católico	50248000599 - *Diseminado*	5
2017	05-Cinco Villas	50252-Tauste	502520001 - Sancho Abarca	50252000101 - Sancho Abarca	219
2017	05-Cinco Villas	50252-Tauste	502520002 - Santa Engracia	50252000201 - Santa Engracia	275
2017	05-Cinco Villas	50252-Tauste	502520003 - Tauste	50252000301 - Tauste	6391
2017	05-Cinco Villas	50252-Tauste	502520003 - Tauste	50252000399 - *Diseminado*	7
2017	05-Cinco Villas	50267-Uncastillo	502670001 - Uncastillo	50267000101 - Uncastillo	645
2017	05-Cinco Villas	50267-Uncastillo	502670001 - Uncastillo	50267000199 - *Diseminado*	17
2017	05-Cinco Villas	50268-Undués de Lerda	502680001 - Undués de Lerda	50268000101 - Undués de Lerda	48
2017	05-Cinco Villas	50268-Undués de Lerda	502680001 - Undués de Lerda	50268000199 - *Diseminado*	11
2017	05-Cinco Villas	50270-Urriés	502700001 - Urriés	50270000101 - Urriés	37
2017	05-Cinco Villas	50270-Urriés	502700001 - Urriés	50270000199 - *Diseminado*	1
2017	05-Cinco Villas	50276-Valpalmas	502760001 - Valpalmas	50276000101 - Valpalmas	135
2017	05-Cinco Villas	50901-Biel	509010001 - Biel	50901000101 - Biel	113
2017	05-Cinco Villas	50901-Biel	509010002 - Fuencalderas	50901000201 - Fuencalderas	20
2017	05-Cinco Villas	50902-Marracos	509020001 - Marracos	50902000101 - Marracos	88
2017	05-Cinco Villas	50902-Marracos	509020002 - Salto del Lobo	50902000299 - *Diseminado*	1
2017	06-Hoya de Huesca / Plana de Uesca	22004-Agüero	220040001 - Agüero	22004000101 - Agüero	136
2017	06-Hoya de Huesca / Plana de Uesca	22004-Agüero	220040002 - Sanfelices	22004000201 - Sanfelices	3
2017	06-Hoya de Huesca / Plana de Uesca	22011-Albero Alto	220110001 - Albero Alto	22011000101 - Albero Alto	114
2017	06-Hoya de Huesca / Plana de Uesca	22014-Alcalá de Gurrea	220140001 - Alcalá de Gurrea	22014000101 - Alcalá de Gurrea	241
2017	06-Hoya de Huesca / Plana de Uesca	22014-Alcalá de Gurrea	220140002 - Tormos	22014000201 - Tormos	7
2017	06-Hoya de Huesca / Plana de Uesca	22014-Alcalá de Gurrea	220140002 - Tormos	22014000299 - *Diseminado*	19
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150001 - Alcalá del Obispo	22015000101 - Alcalá del Obispo	90
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150001 - Alcalá del Obispo	22015000199 - *Diseminado*	3
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150002 - Fañanás	22015000201 - Fañanás	128
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150002 - Fañanás	22015000299 - *Diseminado*	6
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150003 - Ola	22015000301 - Ola	30
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150004 - Pueyo de Fañanás	22015000401 - Pueyo de Fañanás	72
2017	06-Hoya de Huesca / Plana de Uesca	22015-Alcalá del Obispo	220150004 - Pueyo de Fañanás	22015000499 - *Diseminado*	3
2017	06-Hoya de Huesca / Plana de Uesca	22019-Alerre	220190001 - Alerre	22019000101 - Alerre	200
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210001 - Almudévar	22021000101 - Almudévar	2138
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210001 - Almudévar	22021000199 - *Diseminado*	2
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210002 - Artasona del Llano	22021000201 - Artasona del Llano	82
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210003 - San Jorge	22021000301 - San Jorge	108
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210003 - San Jorge	22021000399 - *Diseminado*	11
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210004 - Valsalada	22021000401 - Valsalada	98
2017	06-Hoya de Huesca / Plana de Uesca	22021-Almudévar	220210004 - Valsalada	22021000499 - *Diseminado*	5
2017	06-Hoya de Huesca / Plana de Uesca	22027-Angüés	220270001 - Angüés	22027000101 - Angüés	230
2017	06-Hoya de Huesca / Plana de Uesca	22027-Angüés	220270001 - Angüés	22027000199 - *Diseminado*	1
2017	06-Hoya de Huesca / Plana de Uesca	22027-Angüés	220270002 - Bespén	22027000201 - Bespén	73
2017	06-Hoya de Huesca / Plana de Uesca	22027-Angüés	220270003 - Velillas	22027000301 - Velillas	56
2017	06-Hoya de Huesca / Plana de Uesca	22029-Antillón	220290001 - Antillón	22029000101 - Antillón	154
2017	06-Hoya de Huesca / Plana de Uesca	22036-Argavieso	220360001 - Argavieso	22036000101 - Argavieso	98
2017	06-Hoya de Huesca / Plana de Uesca	22036-Argavieso	220360001 - Argavieso	22036000199 - *Diseminado*	2
2017	06-Hoya de Huesca / Plana de Uesca	22037-Arguis	220370001 - Arguis	22037000101 - Arguis	99
2017	06-Hoya de Huesca / Plana de Uesca	22037-Arguis	220370001 - Arguis	22037000199 - *Diseminado*	20
2017	06-Hoya de Huesca / Plana de Uesca	22037-Arguis	220370002 - Bentué de Rasal	22037000201 - Bentué de Rasal	3
2017	06-Hoya de Huesca / Plana de Uesca	22039-Ayerbe	220390001 - Ayerbe	22039000101 - Ayerbe	986
2017	06-Hoya de Huesca / Plana de Uesca	22039-Ayerbe	220390001 - Ayerbe	22039000199 - *Diseminado*	12
2017	06-Hoya de Huesca / Plana de Uesca	22039-Ayerbe	220390002 - Fontellas	22039000201 - Fontellas	26
2017	06-Hoya de Huesca / Plana de Uesca	22039-Ayerbe	220390003 - Losanglis	22039000301 - Losanglis	47
2017	06-Hoya de Huesca / Plana de Uesca	22047-Banastás	220470001 - Banastás	22047000101 - Banastás	293
2017	06-Hoya de Huesca / Plana de Uesca	22047-Banastás	220470001 - Banastás	22047000199 - *Diseminado*	2
2017	06-Hoya de Huesca / Plana de Uesca	22063-Biscarrués	220630001 - Biscarrués	22063000101 - Biscarrués	166
2017	06-Hoya de Huesca / Plana de Uesca	22063-Biscarrués	220630002 - Erés	22063000201 - Erés	16
2017	06-Hoya de Huesca / Plana de Uesca	22063-Biscarrués	220630003 - Piedramorrera	22063000301 - Piedramorrera	9
2017	06-Hoya de Huesca / Plana de Uesca	22063-Biscarrués	220630004 - Presa del Gállego	22063000499 - *Diseminado*	1
2017	06-Hoya de Huesca / Plana de Uesca	22064-Blecua y Torres	220640001 - Blecua	22064000101 - Blecua	78
2017	06-Hoya de Huesca / Plana de Uesca	22064-Blecua y Torres	220640002 - Torres de Montes	22064000201 - Torres de Montes	104
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810001 - Casbas de Huesca	22081000101 - Casbas de Huesca	89
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810001 - Casbas de Huesca	22081000102 - Bastarás	10
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810001 - Casbas de Huesca	22081000199 - *Diseminado*	3
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810002 - Junzano	22081000201 - Junzano	38
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810003 - Labata	22081000301 - Labata	49
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810004 - Panzano	22081000402 - Panzano	19
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810005 - Sieso de Huesca	22081000501 - Sieso de Huesca	61
2017	06-Hoya de Huesca / Plana de Uesca	22081-Casbas de Huesca	220810006 - Santa Cilia de Panzano	22081000601 - Santa Cilia de Panzano	10
2017	06-Hoya de Huesca / Plana de Uesca	22096-Chimillas	220960001 - Chimillas	22096000101 - Chimillas	380
2017	06-Hoya de Huesca / Plana de Uesca	22096-Chimillas	220960001 - Chimillas	22096000199 - *Diseminado*	9
2017	06-Hoya de Huesca / Plana de Uesca	22119-Gurrea de Gállego	221190003 - Gurrea de Gállego	22119000301 - Gurrea de Gállego	929
2017	06-Hoya de Huesca / Plana de Uesca	22119-Gurrea de Gállego	221190003 - Gurrea de Gállego	22119000399 - *Diseminado*	5
2017	06-Hoya de Huesca / Plana de Uesca	22119-Gurrea de Gállego	221190004 - Paúl (La)	22119000401 - Paúl (La)	125
2017	06-Hoya de Huesca / Plana de Uesca	22119-Gurrea de Gállego	221190004 - Paúl (La)	22119000499 - *Diseminado*	2
2017	06-Hoya de Huesca / Plana de Uesca	22119-Gurrea de Gállego	221190005 - Temple (El)	22119000501 - Temple (El)	400
2017	06-Hoya de Huesca / Plana de Uesca	22119-Gurrea de Gállego	221190005 - Temple (El)	22119000599 - *Diseminado*	22
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250001 - Apiés	22125000101 - Apiés	84
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250002 - Banariés	22125000201 - Banariés	41
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250003 - Bellestar del Flumen	22125000301 - Bellestar del Flumen	38
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250004 - Buñales	22125000401 - Buñales	37
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250005 - Cuarte	22125000501 - Cuarte	76
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250006 - Fornillos de Apiés	22125000601 - Fornillos de Apiés	32
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250007 - Huerrios	22125000701 - Huerrios	62
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250008 - Huesca	22125000801 - Huesca	51418
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250008 - Huesca	22125000899 - *Diseminado*	394
2017	06-Hoya de Huesca / Plana de Uesca	22125-Huesca	221250009 - Tabernas del Isuela	22125000901 - Tabernas del Isuela	41
2017	06-Hoya de Huesca / Plana de Uesca	22126-Ibieca	221260001 - Ibieca	22126000101 - Ibieca	95
2017	06-Hoya de Huesca / Plana de Uesca	22126-Ibieca	221260001 - Ibieca	22126000199 - *Diseminado*	5
2017	06-Hoya de Huesca / Plana de Uesca	22127-Igriés	221270001 - Igriés	22127000101 - Igriés	122
2017	06-Hoya de Huesca / Plana de Uesca	22127-Igriés	221270001 - Igriés	22127000199 - *Diseminado*	33
2017	06-Hoya de Huesca / Plana de Uesca	22127-Igriés	221270002 - Yéqueda	22127000201 - Yéqueda	84
2017	06-Hoya de Huesca / Plana de Uesca	22127-Igriés	221270002 - Yéqueda	22127000299 - *Diseminado*	447
2017	06-Hoya de Huesca / Plana de Uesca	22149-Loarre	221490001 - Linás de Marcuello	22149000101 - Linás de Marcuello	25
2017	06-Hoya de Huesca / Plana de Uesca	22149-Loarre	221490002 - Loarre	22149000201 - Loarre	223
2017	06-Hoya de Huesca / Plana de Uesca	22149-Loarre	221490002 - Loarre	22149000299 - *Diseminado*	8
2017	06-Hoya de Huesca / Plana de Uesca	22149-Loarre	221490003 - Santa Engracia de Loarre	22149000301 - Santa Engracia de Loarre	19
2017	06-Hoya de Huesca / Plana de Uesca	22149-Loarre	221490004 - Sarsamarcuello	22149000401 - Sarsamarcuello	57
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500001 - Aguas	22150000101 - Aguas	34
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500002 - Almunia del Romeral (La)	22150000201 - Almunia del Romeral (La)	37
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500003 - Ayera	22150000301 - Ayera	12
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500004 - Bandaliés	22150000401 - Bandaliés	48
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500005 - Barluenga	22150000501 - Barluenga	38
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500006 - Castilsabás	22150000601 - Castilsabás	16
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500007 - Coscullano	22150000701 - Coscullano	44
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500008 - Chibluco	22150000801 - Chibluco	34
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500009 - Loporzano	22150000901 - Loporzano	105
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500009 - Loporzano	22150000999 - *Diseminado*	12
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500010 - Loscertales	22150001001 - Loscertales	6
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500011 - Molinos (Los)	22150001101 - Molinos (Los)	8
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500012 - San Julián de Banzo	22150001201 - San Julián de Banzo	26
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500013 - Santa Eulalia la Mayor	22150001301 - Santa Eulalia la Mayor	54
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500014 - Sasa del Abadiado	22150001401 - Sasa del Abadiado	34
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500015 - Sipán	22150001501 - Sipán	12
2017	06-Hoya de Huesca / Plana de Uesca	22150-Loporzano	221500015 - Sipán	22150001599 - *Diseminado*	2
2017	06-Hoya de Huesca / Plana de Uesca	22151-Loscorrales	221510001 - Loscorrales	22151000101 - Loscorrales	100
2017	06-Hoya de Huesca / Plana de Uesca	22156-Monflorite-Lascasas	221560001 - Castillo Pompién	22156000199 - *Diseminado*	4
2017	06-Hoya de Huesca / Plana de Uesca	22156-Monflorite-Lascasas	221560002 - Lascasas	22156000201 - Lascasas	46
2017	06-Hoya de Huesca / Plana de Uesca	22156-Monflorite-Lascasas	221560003 - Monflorite	22156000301 - Monflorite	310
2017	06-Hoya de Huesca / Plana de Uesca	22156-Monflorite-Lascasas	221560004 - Pompenillo	22156000401 - Pompenillo	19
2017	06-Hoya de Huesca / Plana de Uesca	22162-Novales	221620001 - Novales	22162000101 - Novales	155
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630001 - Arascués	22163000101 - Arascués	70
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630001 - Arascués	22163000199 - *Diseminado*	282
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630002 - Belsué	22163000201 - Belsué	8
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630002 - Belsué	22163000299 - *Diseminado*	3
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630003 - Nocito	22163000301 - Nocito	14
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630003 - Nocito	22163000399 - *Diseminado*	13
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630004 - Nueno	22163000401 - Nueno	105
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630004 - Nueno	22163000499 - *Diseminado*	4
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630005 - Sabayés	22163000501 - Sabayés	22
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630005 - Sabayés	22163000599 - *Diseminado*	3
2017	06-Hoya de Huesca / Plana de Uesca	22163-Nueno	221630006 - Santa Eulalia de la Peña	22163000601 - Santa Eulalia de la Peña	13
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730001 - Centenero	22173000101 - Centenero	13
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730002 - Ena	22173000201 - Ena	23
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730003 - Peña Estación (La)	22173000301 - Peña Estación (La)	37
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730003 - Peña Estación (La)	22173000399 - *Diseminado*	1
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730004 - Rasal	22173000401 - Rasal	22
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730005 - Riglos	22173000501 - Riglos	75
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730005 - Riglos	22173000599 - *Diseminado*	2
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730006 - Salinas de Jaca	22173000601 - Salinas de Jaca	26
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730007 - Santa María	22173000701 - Santa María	12
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730007 - Santa María	22173000799 - *Diseminado*	6
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730008 - Triste	22173000801 - Triste	21
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730009 - Villalangua	22173000901 - Villalangua	16
2017	06-Hoya de Huesca / Plana de Uesca	22173-Peñas de Riglos (Las)	221730010 - Yeste	22173001099 - *Diseminado*	1
2017	06-Hoya de Huesca / Plana de Uesca	22178-Pertusa	221780001 - Pertusa	22178000101 - Pertusa	114
2017	06-Hoya de Huesca / Plana de Uesca	22181-Piracés	221810001 - Piracés	22181000101 - Piracés	104
2017	06-Hoya de Huesca / Plana de Uesca	22195-Quicena	221950001 - Quicena	22195000101 - Quicena	247
2017	06-Hoya de Huesca / Plana de Uesca	22195-Quicena	221950001 - Quicena	22195000199 - *Diseminado*	36
2017	06-Hoya de Huesca / Plana de Uesca	22203-Salillas	222030001 - Salillas	22203000101 - Salillas	98
2017	06-Hoya de Huesca / Plana de Uesca	22203-Salillas	222030001 - Salillas	22203000199 - *Diseminado*	3
2017	06-Hoya de Huesca / Plana de Uesca	22220-Sesa	222200001 - Sesa	22220000101 - Sesa	175
2017	06-Hoya de Huesca / Plana de Uesca	22222-Siétamo	222220001 - Arbaniés	22222000101 - Arbaniés	48
2017	06-Hoya de Huesca / Plana de Uesca	22222-Siétamo	222220002 - Castejón de Arbaniés	22222000201 - Castejón de Arbaniés	24
2017	06-Hoya de Huesca / Plana de Uesca	22222-Siétamo	222220003 - Liesa	22222000301 - Liesa	41
2017	06-Hoya de Huesca / Plana de Uesca	22222-Siétamo	222220004 - Siétamo	22222000401 - Siétamo	559
2017	06-Hoya de Huesca / Plana de Uesca	22222-Siétamo	222220004 - Siétamo	22222000499 - *Diseminado*	9
2017	06-Hoya de Huesca / Plana de Uesca	22228-Tierz	222280001 - Tierz	22228000101 - Tierz	754
2017	06-Hoya de Huesca / Plana de Uesca	22239-Tramaced	222390001 - Tramaced	22239000101 - Tramaced	107
2017	06-Hoya de Huesca / Plana de Uesca	22248-Vicién	222480001 - Vicién	22248000101 - Vicién	121
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040001 - Aniés	22904000101 - Aniés	139
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040002 - Bolea	22904000201 - Bolea	470
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040002 - Bolea	22904000299 - *Diseminado*	30
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040003 - Esquedas	22904000301 - Esquedas	65
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040003 - Esquedas	22904000399 - *Diseminado*	7
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040004 - Lierta	22904000401 - Lierta	45
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040005 - Plasencia del Monte	22904000501 - Plasencia del Monte	69
2017	06-Hoya de Huesca / Plana de Uesca	22904-Sotonera (La)	229040005 - Plasencia del Monte	22904000599 - *Diseminado*	10
