Año	Temporalidad	Ord_Temporalidad	Sector Código	Sector Descripción	Nº Accidentes	Comarca Código	Comarca Nombre
2020	Indefinido	1	1	Agricultura, ganadería y pesca	1	01	La Jacetania
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	1	01	La Jacetania
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	3	02	Alto Gállego
2020	Temporal	2	1	Agricultura, ganadería y pesca	2	02	Alto Gállego
2020	Indefinido	1	1	Agricultura, ganadería y pesca	1	03	Sobrarbe
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	1	03	Sobrarbe
2020	Temporal	2	1	Agricultura, ganadería y pesca	1	03	Sobrarbe
2020	Indefinido	1	1	Agricultura, ganadería y pesca	8	04	La Ribagorza
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	6	04	La Ribagorza
2020	Temporal	2	1	Agricultura, ganadería y pesca	6	04	La Ribagorza
2020	Indefinido	1	1	Agricultura, ganadería y pesca	41	05	Cinco Villas
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	16	05	Cinco Villas
2020	Temporal	2	1	Agricultura, ganadería y pesca	40	05	Cinco Villas
2020	Indefinido	1	1	Agricultura, ganadería y pesca	66	06	Hoya de Huesca / Plana de Uesca
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	14	06	Hoya de Huesca / Plana de Uesca
2020	Temporal	2	1	Agricultura, ganadería y pesca	23	06	Hoya de Huesca / Plana de Uesca
2020	Indefinido	1	1	Agricultura, ganadería y pesca	16	07	Somontano de Barbastro
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	8	07	Somontano de Barbastro
2020	Temporal	2	1	Agricultura, ganadería y pesca	14	07	Somontano de Barbastro
2020	Indefinido	1	1	Agricultura, ganadería y pesca	27	08	Cinca Medio
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	5	08	Cinca Medio
2020	Temporal	2	1	Agricultura, ganadería y pesca	18	08	Cinca Medio
2020	Indefinido	1	1	Agricultura, ganadería y pesca	37	09	La Litera / La Llitera
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	7	09	La Litera / La Llitera
2020	Temporal	2	1	Agricultura, ganadería y pesca	14	09	La Litera / La Llitera
2020	Indefinido	1	1	Agricultura, ganadería y pesca	41	10	Los Monegros
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	7	10	Los Monegros
2020	Temporal	2	1	Agricultura, ganadería y pesca	28	10	Los Monegros
2020	Indefinido	1	1	Agricultura, ganadería y pesca	68	11	Bajo Cinca / Baix Cinca
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	9	11	Bajo Cinca / Baix Cinca
2020	Temporal	2	1	Agricultura, ganadería y pesca	106	11	Bajo Cinca / Baix Cinca
2020	Indefinido	1	1	Agricultura, ganadería y pesca	3	12	Tarazona y el Moncayo
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	2	12	Tarazona y el Moncayo
2020	Temporal	2	1	Agricultura, ganadería y pesca	3	12	Tarazona y el Moncayo
2020	Indefinido	1	1	Agricultura, ganadería y pesca	5	13	Campo de Borja
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	7	13	Campo de Borja
2020	Temporal	2	1	Agricultura, ganadería y pesca	9	13	Campo de Borja
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	1	14	Aranda
2020	Indefinido	1	1	Agricultura, ganadería y pesca	6	15	Ribera Alta del Ebro
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	1	15	Ribera Alta del Ebro
2020	Temporal	2	1	Agricultura, ganadería y pesca	9	15	Ribera Alta del Ebro
2020	Indefinido	1	1	Agricultura, ganadería y pesca	19	16	Valdejalón
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	12	16	Valdejalón
2020	Temporal	2	1	Agricultura, ganadería y pesca	48	16	Valdejalón
2020	Indefinido	1	1	Agricultura, ganadería y pesca	36	17	Central
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	13	17	Central
2020	Temporal	2	1	Agricultura, ganadería y pesca	38	17	Central
2020	Indefinido	1	1	Agricultura, ganadería y pesca	4	18	Ribera Baja del Ebro
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	4	18	Ribera Baja del Ebro
2020	Temporal	2	1	Agricultura, ganadería y pesca	11	18	Ribera Baja del Ebro
2020	Indefinido	1	1	Agricultura, ganadería y pesca	22	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	9	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Temporal	2	1	Agricultura, ganadería y pesca	48	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Indefinido	1	1	Agricultura, ganadería y pesca	12	20	Comunidad de Calatayud
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	12	20	Comunidad de Calatayud
2020	Temporal	2	1	Agricultura, ganadería y pesca	19	20	Comunidad de Calatayud
2020	Indefinido	1	1	Agricultura, ganadería y pesca	8	21	Campo de Cariñena
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	8	21	Campo de Cariñena
2020	Temporal	2	1	Agricultura, ganadería y pesca	16	21	Campo de Cariñena
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	2	22	Campo de Belchite
2020	Temporal	2	1	Agricultura, ganadería y pesca	1	22	Campo de Belchite
2020	Indefinido	1	1	Agricultura, ganadería y pesca	6	23	Bajo Martín
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	2	23	Bajo Martín
2020	Temporal	2	1	Agricultura, ganadería y pesca	6	23	Bajo Martín
2020	Indefinido	1	1	Agricultura, ganadería y pesca	6	24	Campo de Daroca
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	2	24	Campo de Daroca
2020	Temporal	2	1	Agricultura, ganadería y pesca	5	24	Campo de Daroca
2020	Indefinido	1	1	Agricultura, ganadería y pesca	3	25	Jiloca
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	6	25	Jiloca
2020	Temporal	2	1	Agricultura, ganadería y pesca	2	25	Jiloca
2020	Indefinido	1	1	Agricultura, ganadería y pesca	3	26	Cuencas Mineras
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	3	26	Cuencas Mineras
2020	Temporal	2	1	Agricultura, ganadería y pesca	2	26	Cuencas Mineras
2020	Indefinido	1	1	Agricultura, ganadería y pesca	1	27	Andorra-Sierra de Arcos
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	1	27	Andorra-Sierra de Arcos
2020	Temporal	2	1	Agricultura, ganadería y pesca	3	27	Andorra-Sierra de Arcos
2020	Indefinido	1	1	Agricultura, ganadería y pesca	13	28	Bajo Aragón
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	10	28	Bajo Aragón
2020	Temporal	2	1	Agricultura, ganadería y pesca	27	28	Bajo Aragón
2020	Indefinido	1	1	Agricultura, ganadería y pesca	55	29	Comunidad de Teruel
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	6	29	Comunidad de Teruel
2020	Temporal	2	1	Agricultura, ganadería y pesca	21	29	Comunidad de Teruel
2020	Indefinido	1	1	Agricultura, ganadería y pesca	2	30	Maestrazgo
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	3	30	Maestrazgo
2020	Temporal	2	1	Agricultura, ganadería y pesca	1	30	Maestrazgo
2020	Indefinido	1	1	Agricultura, ganadería y pesca	2	31	Sierra de Albarracín
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	3	31	Sierra de Albarracín
2020	Temporal	2	1	Agricultura, ganadería y pesca	1	31	Sierra de Albarracín
2020	Indefinido	1	1	Agricultura, ganadería y pesca	3	32	Gúdar-Javalambre
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	3	32	Gúdar-Javalambre
2020	Temporal	2	1	Agricultura, ganadería y pesca	3	32	Gúdar-Javalambre
2020	Indefinido	1	1	Agricultura, ganadería y pesca	6	33	Matarraña / Matarranya
2020	Sin clasificar	3	1	Agricultura, ganadería y pesca	6	33	Matarraña / Matarranya
2020	Temporal	2	1	Agricultura, ganadería y pesca	8	33	Matarraña / Matarranya
2020	Indefinido	1	1	Agricultura, ganadería y pesca	3	NC	Municipio del centro de trabajo fuera de Aragón
2020	Temporal	2	1	Agricultura, ganadería y pesca	21	NC	Municipio del centro de trabajo fuera de Aragón
2020	Indefinido	1	2	Industria y energía	4	01	La Jacetania
2020	Sin clasificar	3	2	Industria y energía	1	01	La Jacetania
2020	Temporal	2	2	Industria y energía	1	01	La Jacetania
2020	Indefinido	1	2	Industria y energía	12	02	Alto Gállego
2020	Temporal	2	2	Industria y energía	4	02	Alto Gállego
2020	Sin clasificar	3	2	Industria y energía	2	03	Sobrarbe
2020	Indefinido	1	2	Industria y energía	6	04	La Ribagorza
2020	Sin clasificar	3	2	Industria y energía	1	04	La Ribagorza
2020	Temporal	2	2	Industria y energía	4	04	La Ribagorza
2020	Indefinido	1	2	Industria y energía	149	05	Cinco Villas
2020	Sin clasificar	3	2	Industria y energía	14	05	Cinco Villas
2020	Temporal	2	2	Industria y energía	77	05	Cinco Villas
2020	Indefinido	1	2	Industria y energía	100	06	Hoya de Huesca / Plana de Uesca
2020	Sin clasificar	3	2	Industria y energía	5	06	Hoya de Huesca / Plana de Uesca
2020	Temporal	2	2	Industria y energía	33	06	Hoya de Huesca / Plana de Uesca
2020	Indefinido	1	2	Industria y energía	28	07	Somontano de Barbastro
2020	Sin clasificar	3	2	Industria y energía	3	07	Somontano de Barbastro
2020	Temporal	2	2	Industria y energía	34	07	Somontano de Barbastro
2020	Indefinido	1	2	Industria y energía	120	08	Cinca Medio
2020	Sin clasificar	3	2	Industria y energía	1	08	Cinca Medio
2020	Temporal	2	2	Industria y energía	53	08	Cinca Medio
2020	Indefinido	1	2	Industria y energía	192	09	La Litera / La Llitera
2020	Sin clasificar	3	2	Industria y energía	5	09	La Litera / La Llitera
2020	Temporal	2	2	Industria y energía	260	09	La Litera / La Llitera
2020	Indefinido	1	2	Industria y energía	22	10	Los Monegros
2020	Sin clasificar	3	2	Industria y energía	1	10	Los Monegros
2020	Temporal	2	2	Industria y energía	9	10	Los Monegros
2020	Indefinido	1	2	Industria y energía	74	11	Bajo Cinca / Baix Cinca
2020	Sin clasificar	3	2	Industria y energía	3	11	Bajo Cinca / Baix Cinca
2020	Temporal	2	2	Industria y energía	35	11	Bajo Cinca / Baix Cinca
2020	Indefinido	1	2	Industria y energía	17	12	Tarazona y el Moncayo
2020	Sin clasificar	3	2	Industria y energía	1	12	Tarazona y el Moncayo
2020	Temporal	2	2	Industria y energía	10	12	Tarazona y el Moncayo
2020	Indefinido	1	2	Industria y energía	34	13	Campo de Borja
2020	Sin clasificar	3	2	Industria y energía	2	13	Campo de Borja
2020	Temporal	2	2	Industria y energía	20	13	Campo de Borja
2020	Indefinido	1	2	Industria y energía	3	14	Aranda
2020	Temporal	2	2	Industria y energía	2	14	Aranda
2020	Indefinido	1	2	Industria y energía	187	15	Ribera Alta del Ebro
2020	Temporal	2	2	Industria y energía	121	15	Ribera Alta del Ebro
2020	Indefinido	1	2	Industria y energía	155	16	Valdejalón
2020	Temporal	2	2	Industria y energía	69	16	Valdejalón
2020	Indefinido	1	2	Industria y energía	1276	17	Central
2020	Sin clasificar	3	2	Industria y energía	40	17	Central
2020	Temporal	2	2	Industria y energía	533	17	Central
2020	Indefinido	1	2	Industria y energía	24	18	Ribera Baja del Ebro
2020	Sin clasificar	3	2	Industria y energía	2	18	Ribera Baja del Ebro
2020	Temporal	2	2	Industria y energía	10	18	Ribera Baja del Ebro
2020	Indefinido	1	2	Industria y energía	8	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Sin clasificar	3	2	Industria y energía	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Temporal	2	2	Industria y energía	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Indefinido	1	2	Industria y energía	27	20	Comunidad de Calatayud
2020	Sin clasificar	3	2	Industria y energía	2	20	Comunidad de Calatayud
2020	Temporal	2	2	Industria y energía	18	20	Comunidad de Calatayud
2020	Indefinido	1	2	Industria y energía	39	21	Campo de Cariñena
2020	Temporal	2	2	Industria y energía	20	21	Campo de Cariñena
2020	Indefinido	1	2	Industria y energía	2	22	Campo de Belchite
2020	Temporal	2	2	Industria y energía	1	22	Campo de Belchite
2020	Indefinido	1	2	Industria y energía	31	23	Bajo Martín
2020	Temporal	2	2	Industria y energía	7	23	Bajo Martín
2020	Indefinido	1	2	Industria y energía	5	24	Campo de Daroca
2020	Sin clasificar	3	2	Industria y energía	1	24	Campo de Daroca
2020	Temporal	2	2	Industria y energía	1	24	Campo de Daroca
2020	Indefinido	1	2	Industria y energía	28	25	Jiloca
2020	Sin clasificar	3	2	Industria y energía	2	25	Jiloca
2020	Temporal	2	2	Industria y energía	14	25	Jiloca
2020	Indefinido	1	2	Industria y energía	47	26	Cuencas Mineras
2020	Temporal	2	2	Industria y energía	27	26	Cuencas Mineras
2020	Indefinido	1	2	Industria y energía	8	27	Andorra-Sierra de Arcos
2020	Sin clasificar	3	2	Industria y energía	1	27	Andorra-Sierra de Arcos
2020	Temporal	2	2	Industria y energía	3	27	Andorra-Sierra de Arcos
2020	Indefinido	1	2	Industria y energía	71	28	Bajo Aragón
2020	Sin clasificar	3	2	Industria y energía	3	28	Bajo Aragón
2020	Temporal	2	2	Industria y energía	20	28	Bajo Aragón
2020	Indefinido	1	2	Industria y energía	101	29	Comunidad de Teruel
2020	Sin clasificar	3	2	Industria y energía	1	29	Comunidad de Teruel
2020	Temporal	2	2	Industria y energía	64	29	Comunidad de Teruel
2020	Indefinido	1	2	Industria y energía	2	30	Maestrazgo
2020	Indefinido	1	2	Industria y energía	4	31	Sierra de Albarracín
2020	Sin clasificar	3	2	Industria y energía	2	31	Sierra de Albarracín
2020	Temporal	2	2	Industria y energía	4	31	Sierra de Albarracín
2020	Indefinido	1	2	Industria y energía	13	32	Gúdar-Javalambre
2020	Sin clasificar	3	2	Industria y energía	4	32	Gúdar-Javalambre
2020	Temporal	2	2	Industria y energía	14	32	Gúdar-Javalambre
2020	Indefinido	1	2	Industria y energía	23	33	Matarraña / Matarranya
2020	Sin clasificar	3	2	Industria y energía	1	33	Matarraña / Matarranya
2020	Temporal	2	2	Industria y energía	8	33	Matarraña / Matarranya
2020	Indefinido	1	2	Industria y energía	19	NC	Municipio del centro de trabajo fuera de Aragón
2020	Sin clasificar	3	2	Industria y energía	1	NC	Municipio del centro de trabajo fuera de Aragón
2020	Temporal	2	2	Industria y energía	35	NC	Municipio del centro de trabajo fuera de Aragón
2020	Indefinido	1	3	Construcción	10	01	La Jacetania
2020	Sin clasificar	3	3	Construcción	4	01	La Jacetania
2020	Temporal	2	3	Construcción	9	01	La Jacetania
2020	Indefinido	1	3	Construcción	13	02	Alto Gállego
2020	Sin clasificar	3	3	Construcción	2	02	Alto Gállego
2020	Temporal	2	3	Construcción	17	02	Alto Gállego
2020	Indefinido	1	3	Construcción	3	03	Sobrarbe
2020	Sin clasificar	3	3	Construcción	1	03	Sobrarbe
2020	Temporal	2	3	Construcción	3	03	Sobrarbe
2020	Indefinido	1	3	Construcción	9	04	La Ribagorza
2020	Sin clasificar	3	3	Construcción	5	04	La Ribagorza
2020	Temporal	2	3	Construcción	11	04	La Ribagorza
2020	Indefinido	1	3	Construcción	25	05	Cinco Villas
2020	Sin clasificar	3	3	Construcción	10	05	Cinco Villas
2020	Temporal	2	3	Construcción	33	05	Cinco Villas
2020	Indefinido	1	3	Construcción	59	06	Hoya de Huesca / Plana de Uesca
2020	Sin clasificar	3	3	Construcción	19	06	Hoya de Huesca / Plana de Uesca
2020	Temporal	2	3	Construcción	77	06	Hoya de Huesca / Plana de Uesca
2020	Indefinido	1	3	Construcción	9	07	Somontano de Barbastro
2020	Sin clasificar	3	3	Construcción	5	07	Somontano de Barbastro
2020	Temporal	2	3	Construcción	8	07	Somontano de Barbastro
2020	Indefinido	1	3	Construcción	20	08	Cinca Medio
2020	Sin clasificar	3	3	Construcción	4	08	Cinca Medio
2020	Temporal	2	3	Construcción	19	08	Cinca Medio
2020	Indefinido	1	3	Construcción	11	09	La Litera / La Llitera
2020	Sin clasificar	3	3	Construcción	5	09	La Litera / La Llitera
2020	Temporal	2	3	Construcción	14	09	La Litera / La Llitera
2020	Indefinido	1	3	Construcción	14	10	Los Monegros
2020	Sin clasificar	3	3	Construcción	6	10	Los Monegros
2020	Temporal	2	3	Construcción	15	10	Los Monegros
2020	Indefinido	1	3	Construcción	25	11	Bajo Cinca / Baix Cinca
2020	Sin clasificar	3	3	Construcción	4	11	Bajo Cinca / Baix Cinca
2020	Temporal	2	3	Construcción	13	11	Bajo Cinca / Baix Cinca
2020	Indefinido	1	3	Construcción	8	12	Tarazona y el Moncayo
2020	Sin clasificar	3	3	Construcción	3	12	Tarazona y el Moncayo
2020	Temporal	2	3	Construcción	5	12	Tarazona y el Moncayo
2020	Indefinido	1	3	Construcción	5	13	Campo de Borja
2020	Sin clasificar	3	3	Construcción	3	13	Campo de Borja
2020	Temporal	2	3	Construcción	4	13	Campo de Borja
2020	Indefinido	1	3	Construcción	1	14	Aranda
2020	Sin clasificar	3	3	Construcción	5	14	Aranda
2020	Indefinido	1	3	Construcción	14	15	Ribera Alta del Ebro
2020	Sin clasificar	3	3	Construcción	6	15	Ribera Alta del Ebro
2020	Temporal	2	3	Construcción	21	15	Ribera Alta del Ebro
2020	Indefinido	1	3	Construcción	17	16	Valdejalón
2020	Sin clasificar	3	3	Construcción	9	16	Valdejalón
2020	Temporal	2	3	Construcción	12	16	Valdejalón
2020	Indefinido	1	3	Construcción	345	17	Central
2020	Sin clasificar	3	3	Construcción	115	17	Central
2020	Temporal	2	3	Construcción	352	17	Central
2020	Indefinido	1	3	Construcción	2	18	Ribera Baja del Ebro
2020	Sin clasificar	3	3	Construcción	2	18	Ribera Baja del Ebro
2020	Indefinido	1	3	Construcción	9	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Sin clasificar	3	3	Construcción	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Temporal	2	3	Construcción	9	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Indefinido	1	3	Construcción	8	20	Comunidad de Calatayud
2020	Sin clasificar	3	3	Construcción	4	20	Comunidad de Calatayud
2020	Temporal	2	3	Construcción	13	20	Comunidad de Calatayud
2020	Indefinido	1	3	Construcción	1	21	Campo de Cariñena
2020	Sin clasificar	3	3	Construcción	5	21	Campo de Cariñena
2020	Temporal	2	3	Construcción	2	21	Campo de Cariñena
2020	Indefinido	1	3	Construcción	6	22	Campo de Belchite
2020	Temporal	2	3	Construcción	1	22	Campo de Belchite
2020	Indefinido	1	3	Construcción	10	23	Bajo Martín
2020	Temporal	2	3	Construcción	13	23	Bajo Martín
2020	Sin clasificar	3	3	Construcción	3	24	Campo de Daroca
2020	Temporal	2	3	Construcción	2	24	Campo de Daroca
2020	Indefinido	1	3	Construcción	10	25	Jiloca
2020	Sin clasificar	3	3	Construcción	12	25	Jiloca
2020	Temporal	2	3	Construcción	9	25	Jiloca
2020	Indefinido	1	3	Construcción	5	26	Cuencas Mineras
2020	Sin clasificar	3	3	Construcción	3	26	Cuencas Mineras
2020	Temporal	2	3	Construcción	2	26	Cuencas Mineras
2020	Indefinido	1	3	Construcción	3	27	Andorra-Sierra de Arcos
2020	Sin clasificar	3	3	Construcción	1	27	Andorra-Sierra de Arcos
2020	Temporal	2	3	Construcción	5	27	Andorra-Sierra de Arcos
2020	Indefinido	1	3	Construcción	27	28	Bajo Aragón
2020	Sin clasificar	3	3	Construcción	21	28	Bajo Aragón
2020	Temporal	2	3	Construcción	25	28	Bajo Aragón
2020	Indefinido	1	3	Construcción	27	29	Comunidad de Teruel
2020	Sin clasificar	3	3	Construcción	11	29	Comunidad de Teruel
2020	Temporal	2	3	Construcción	26	29	Comunidad de Teruel
2020	Indefinido	1	3	Construcción	4	30	Maestrazgo
2020	Sin clasificar	3	3	Construcción	2	30	Maestrazgo
2020	Temporal	2	3	Construcción	2	30	Maestrazgo
2020	Indefinido	1	3	Construcción	3	31	Sierra de Albarracín
2020	Sin clasificar	3	3	Construcción	3	31	Sierra de Albarracín
2020	Temporal	2	3	Construcción	1	31	Sierra de Albarracín
2020	Indefinido	1	3	Construcción	10	32	Gúdar-Javalambre
2020	Sin clasificar	3	3	Construcción	6	32	Gúdar-Javalambre
2020	Temporal	2	3	Construcción	3	32	Gúdar-Javalambre
2020	Indefinido	1	3	Construcción	6	33	Matarraña / Matarranya
2020	Sin clasificar	3	3	Construcción	3	33	Matarraña / Matarranya
2020	Temporal	2	3	Construcción	4	33	Matarraña / Matarranya
2020	Indefinido	1	3	Construcción	16	NC	Municipio del centro de trabajo fuera de Aragón
2020	Sin clasificar	3	3	Construcción	2	NC	Municipio del centro de trabajo fuera de Aragón
2020	Temporal	2	3	Construcción	24	NC	Municipio del centro de trabajo fuera de Aragón
2020	Indefinido	1	4	Servicios	72	01	La Jacetania
2020	Sin clasificar	3	4	Servicios	11	01	La Jacetania
2020	Temporal	2	4	Servicios	44	01	La Jacetania
2020	Indefinido	1	4	Servicios	46	02	Alto Gállego
2020	Sin clasificar	3	4	Servicios	5	02	Alto Gállego
2020	Temporal	2	4	Servicios	45	02	Alto Gállego
2020	Indefinido	1	4	Servicios	11	03	Sobrarbe
2020	Sin clasificar	3	4	Servicios	1	03	Sobrarbe
2020	Temporal	2	4	Servicios	19	03	Sobrarbe
2020	Indefinido	1	4	Servicios	47	04	La Ribagorza
2020	Sin clasificar	3	4	Servicios	8	04	La Ribagorza
2020	Temporal	2	4	Servicios	53	04	La Ribagorza
2020	Indefinido	1	4	Servicios	49	05	Cinco Villas
2020	Sin clasificar	3	4	Servicios	3	05	Cinco Villas
2020	Temporal	2	4	Servicios	33	05	Cinco Villas
2020	Indefinido	1	4	Servicios	267	06	Hoya de Huesca / Plana de Uesca
2020	Sin clasificar	3	4	Servicios	26	06	Hoya de Huesca / Plana de Uesca
2020	Temporal	2	4	Servicios	256	06	Hoya de Huesca / Plana de Uesca
2020	Indefinido	1	4	Servicios	95	07	Somontano de Barbastro
2020	Sin clasificar	3	4	Servicios	6	07	Somontano de Barbastro
2020	Temporal	2	4	Servicios	108	07	Somontano de Barbastro
2020	Indefinido	1	4	Servicios	57	08	Cinca Medio
2020	Sin clasificar	3	4	Servicios	16	08	Cinca Medio
2020	Temporal	2	4	Servicios	33	08	Cinca Medio
2020	Indefinido	1	4	Servicios	58	09	La Litera / La Llitera
2020	Sin clasificar	3	4	Servicios	5	09	La Litera / La Llitera
2020	Temporal	2	4	Servicios	38	09	La Litera / La Llitera
2020	Indefinido	1	4	Servicios	35	10	Los Monegros
2020	Sin clasificar	3	4	Servicios	6	10	Los Monegros
2020	Temporal	2	4	Servicios	18	10	Los Monegros
2020	Indefinido	1	4	Servicios	77	11	Bajo Cinca / Baix Cinca
2020	Sin clasificar	3	4	Servicios	9	11	Bajo Cinca / Baix Cinca
2020	Temporal	2	4	Servicios	65	11	Bajo Cinca / Baix Cinca
2020	Indefinido	1	4	Servicios	32	12	Tarazona y el Moncayo
2020	Sin clasificar	3	4	Servicios	2	12	Tarazona y el Moncayo
2020	Temporal	2	4	Servicios	29	12	Tarazona y el Moncayo
2020	Indefinido	1	4	Servicios	36	13	Campo de Borja
2020	Sin clasificar	3	4	Servicios	4	13	Campo de Borja
2020	Temporal	2	4	Servicios	39	13	Campo de Borja
2020	Indefinido	1	4	Servicios	6	14	Aranda
2020	Sin clasificar	3	4	Servicios	1	14	Aranda
2020	Temporal	2	4	Servicios	6	14	Aranda
2020	Indefinido	1	4	Servicios	111	15	Ribera Alta del Ebro
2020	Sin clasificar	3	4	Servicios	10	15	Ribera Alta del Ebro
2020	Temporal	2	4	Servicios	55	15	Ribera Alta del Ebro
2020	Indefinido	1	4	Servicios	109	16	Valdejalón
2020	Sin clasificar	3	4	Servicios	13	16	Valdejalón
2020	Temporal	2	4	Servicios	97	16	Valdejalón
2020	Indefinido	1	4	Servicios	2738	17	Central
2020	Sin clasificar	3	4	Servicios	206	17	Central
2020	Temporal	2	4	Servicios	1935	17	Central
2020	Indefinido	1	4	Servicios	8	18	Ribera Baja del Ebro
2020	Sin clasificar	3	4	Servicios	6	18	Ribera Baja del Ebro
2020	Temporal	2	4	Servicios	9	18	Ribera Baja del Ebro
2020	Indefinido	1	4	Servicios	12	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Sin clasificar	3	4	Servicios	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Temporal	2	4	Servicios	19	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	Indefinido	1	4	Servicios	95	20	Comunidad de Calatayud
2020	Sin clasificar	3	4	Servicios	8	20	Comunidad de Calatayud
2020	Temporal	2	4	Servicios	59	20	Comunidad de Calatayud
2020	Indefinido	1	4	Servicios	22	21	Campo de Cariñena
2020	Temporal	2	4	Servicios	8	21	Campo de Cariñena
2020	Indefinido	1	4	Servicios	3	22	Campo de Belchite
2020	Temporal	2	4	Servicios	4	22	Campo de Belchite
2020	Indefinido	1	4	Servicios	23	23	Bajo Martín
2020	Sin clasificar	3	4	Servicios	1	23	Bajo Martín
2020	Temporal	2	4	Servicios	15	23	Bajo Martín
2020	Indefinido	1	4	Servicios	8	24	Campo de Daroca
2020	Sin clasificar	3	4	Servicios	1	24	Campo de Daroca
2020	Temporal	2	4	Servicios	13	24	Campo de Daroca
2020	Indefinido	1	4	Servicios	26	25	Jiloca
2020	Sin clasificar	3	4	Servicios	4	25	Jiloca
2020	Temporal	2	4	Servicios	15	25	Jiloca
2020	Indefinido	1	4	Servicios	12	26	Cuencas Mineras
2020	Sin clasificar	3	4	Servicios	1	26	Cuencas Mineras
2020	Temporal	2	4	Servicios	12	26	Cuencas Mineras
2020	Indefinido	1	4	Servicios	21	27	Andorra-Sierra de Arcos
2020	Sin clasificar	3	4	Servicios	5	27	Andorra-Sierra de Arcos
2020	Temporal	2	4	Servicios	11	27	Andorra-Sierra de Arcos
2020	Indefinido	1	4	Servicios	54	28	Bajo Aragón
2020	Sin clasificar	3	4	Servicios	10	28	Bajo Aragón
2020	Temporal	2	4	Servicios	48	28	Bajo Aragón
2020	Indefinido	1	4	Servicios	151	29	Comunidad de Teruel
2020	Sin clasificar	3	4	Servicios	18	29	Comunidad de Teruel
2020	Temporal	2	4	Servicios	126	29	Comunidad de Teruel
2020	Indefinido	1	4	Servicios	1	30	Maestrazgo
2020	Sin clasificar	3	4	Servicios	2	30	Maestrazgo
2020	Indefinido	1	4	Servicios	4	31	Sierra de Albarracín
2020	Sin clasificar	3	4	Servicios	3	31	Sierra de Albarracín
2020	Temporal	2	4	Servicios	8	31	Sierra de Albarracín
2020	Indefinido	1	4	Servicios	15	32	Gúdar-Javalambre
2020	Sin clasificar	3	4	Servicios	1	32	Gúdar-Javalambre
2020	Temporal	2	4	Servicios	12	32	Gúdar-Javalambre
2020	Indefinido	1	4	Servicios	10	33	Matarraña / Matarranya
2020	Sin clasificar	3	4	Servicios	7	33	Matarraña / Matarranya
2020	Temporal	2	4	Servicios	9	33	Matarraña / Matarranya
2020	Indefinido	1	4	Servicios	15	NC	Municipio del centro de trabajo fuera de Aragón
2020	Sin clasificar	3	4	Servicios	3	NC	Municipio del centro de trabajo fuera de Aragón
2020	Temporal	2	4	Servicios	16	NC	Municipio del centro de trabajo fuera de Aragón
2019	Sin clasificar	3	1	Agricultura, ganadería y pesca	8	01	La Jacetania
2019	Temporal	2	1	Agricultura, ganadería y pesca	1	01	La Jacetania
2019	Sin clasificar	3	1	Agricultura, ganadería y pesca	2	02	Alto Gállego
