Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 1 descripción	Superficie (has)	Año
22001	Abiego	Superficies artificiales	14,897068	2000
22001	Abiego	Superficies artificiales	0	2006
22001	Abiego	Superficies de agua	0	2000
22001	Abiego	Superficies de agua	0	2006
22001	Abiego	Zonas agrícolas	2690,464922	2000
22001	Abiego	Zonas agrícolas	2704,351493	2006
22001	Abiego	Zonas forestales con vegetación natural y espacios abiertos	1115,76917	2000
22001	Abiego	Zonas forestales con vegetación natural y espacios abiertos	1117,176101	2006
22001	Abiego	Zonas húmedas	0	2000
22001	Abiego	Zonas húmedas	0	2006
22002	Abizanda	Superficies artificiales	10,029647	2000
22002	Abizanda	Superficies artificiales	0	2006
22002	Abizanda	Superficies de agua	235,853064	2000
22002	Abizanda	Superficies de agua	237,964727	2006
22002	Abizanda	Zonas agrícolas	875,422131	2000
22002	Abizanda	Zonas agrícolas	887,049823	2006
22002	Abizanda	Zonas forestales con vegetación natural y espacios abiertos	3358,101546	2000
22002	Abizanda	Zonas forestales con vegetación natural y espacios abiertos	3362,901285	2006
22002	Abizanda	Zonas húmedas	0	2000
22002	Abizanda	Zonas húmedas	0	2006
22003	Adahuesca	Superficies artificiales	6,416994	2000
22003	Adahuesca	Superficies artificiales	0	2006
22003	Adahuesca	Superficies de agua	0	2000
22003	Adahuesca	Superficies de agua	0	2006
22003	Adahuesca	Zonas agrícolas	1214,348004	2000
22003	Adahuesca	Zonas agrícolas	1223,678095	2006
22003	Adahuesca	Zonas forestales con vegetación natural y espacios abiertos	4026,340042	2000
22003	Adahuesca	Zonas forestales con vegetación natural y espacios abiertos	4026,847558	2006
22003	Adahuesca	Zonas húmedas	0	2000
22003	Adahuesca	Zonas húmedas	0	2006
22004	Agüero	Superficies artificiales	7,556406	2000
22004	Agüero	Superficies artificiales	0	2006
22004	Agüero	Superficies de agua	0	2000
22004	Agüero	Superficies de agua	0	2006
22004	Agüero	Zonas agrícolas	692,490902	2000
22004	Agüero	Zonas agrícolas	699,221411	2006
22004	Agüero	Zonas forestales con vegetación natural y espacios abiertos	8714,876595	2000
22004	Agüero	Zonas forestales con vegetación natural y espacios abiertos	8716,299539	2006
22004	Agüero	Zonas húmedas	0	2000
22004	Agüero	Zonas húmedas	0	2006
22006	Aísa	Superficies artificiales	41,102601	2000
22006	Aísa	Superficies artificiales	32,412303	2006
22006	Aísa	Superficies de agua	0	2000
22006	Aísa	Superficies de agua	0	2006
22006	Aísa	Zonas agrícolas	392,598072	2000
22006	Aísa	Zonas agrícolas	401,297636	2006
22006	Aísa	Zonas forestales con vegetación natural y espacios abiertos	7667,141194	2000
22006	Aísa	Zonas forestales con vegetación natural y espacios abiertos	7664,222614	2006
22006	Aísa	Zonas húmedas	0	2000
22006	Aísa	Zonas húmedas	0	2006
22007	Albalate de Cinca	Superficies artificiales	59,271108	2000
22007	Albalate de Cinca	Superficies artificiales	59,271597	2006
22007	Albalate de Cinca	Superficies de agua	14,028573	2000
22007	Albalate de Cinca	Superficies de agua	0	2006
22007	Albalate de Cinca	Zonas agrícolas	3739,162648	2000
22007	Albalate de Cinca	Zonas agrícolas	3755,577212	2006
22007	Albalate de Cinca	Zonas forestales con vegetación natural y espacios abiertos	614,233201	2000
22007	Albalate de Cinca	Zonas forestales con vegetación natural y espacios abiertos	612,358119	2006
22007	Albalate de Cinca	Zonas húmedas	0	2000
22007	Albalate de Cinca	Zonas húmedas	0	2006
22008	Albalatillo	Superficies artificiales	20,69864	2000
22008	Albalatillo	Superficies artificiales	0	2006
22008	Albalatillo	Superficies de agua	0	2000
22008	Albalatillo	Superficies de agua	0	2006
22008	Albalatillo	Zonas agrícolas	580,060104	2000
22008	Albalatillo	Zonas agrícolas	604,350974	2006
22008	Albalatillo	Zonas forestales con vegetación natural y espacios abiertos	308,662734	2000
22008	Albalatillo	Zonas forestales con vegetación natural y espacios abiertos	311,006276	2006
22008	Albalatillo	Zonas húmedas	0	2000
22008	Albalatillo	Zonas húmedas	0	2006
22009	Albelda	Superficies artificiales	20,111588	2000
22009	Albelda	Superficies artificiales	0	2006
22009	Albelda	Superficies de agua	5,540974	2000
22009	Albelda	Superficies de agua	0	2006
22009	Albelda	Zonas agrícolas	4191,062305	2000
22009	Albelda	Zonas agrícolas	4221,553419	2006
22009	Albelda	Zonas forestales con vegetación natural y espacios abiertos	975,169225	2000
22009	Albelda	Zonas forestales con vegetación natural y espacios abiertos	976,620984	2006
22009	Albelda	Zonas húmedas	0	2000
22009	Albelda	Zonas húmedas	0	2006
22011	Albero Alto	Superficies artificiales	8,388462	2000
22011	Albero Alto	Superficies artificiales	0	2006
22011	Albero Alto	Superficies de agua	0	2000
22011	Albero Alto	Superficies de agua	0	2006
22011	Albero Alto	Zonas agrícolas	1720,258202	2000
22011	Albero Alto	Zonas agrícolas	1729,18372	2006
22011	Albero Alto	Zonas forestales con vegetación natural y espacios abiertos	199,471511	2000
22011	Albero Alto	Zonas forestales con vegetación natural y espacios abiertos	199,407806	2006
22011	Albero Alto	Zonas húmedas	0	2000
22011	Albero Alto	Zonas húmedas	0	2006
22012	Albero Bajo	Superficies artificiales	8,957491	2000
22012	Albero Bajo	Superficies artificiales	0	2006
22012	Albero Bajo	Superficies de agua	0	2000
22012	Albero Bajo	Superficies de agua	0	2006
22012	Albero Bajo	Zonas agrícolas	2176,876683	2000
22012	Albero Bajo	Zonas agrícolas	2185,249405	2006
22012	Albero Bajo	Zonas forestales con vegetación natural y espacios abiertos	37,553829	2000
22012	Albero Bajo	Zonas forestales con vegetación natural y espacios abiertos	37,600695	2006
22012	Albero Bajo	Zonas húmedas	0	2000
22012	Albero Bajo	Zonas húmedas	0	2006
22013	Alberuela de Tubo	Superficies artificiales	16,425004	2000
22013	Alberuela de Tubo	Superficies artificiales	0	2006
22013	Alberuela de Tubo	Superficies de agua	0	2000
22013	Alberuela de Tubo	Superficies de agua	0	2006
22013	Alberuela de Tubo	Zonas agrícolas	1729,336855	2000
22013	Alberuela de Tubo	Zonas agrícolas	1742,955028	2006
22013	Alberuela de Tubo	Zonas forestales con vegetación natural y espacios abiertos	337,747689	2000
22013	Alberuela de Tubo	Zonas forestales con vegetación natural y espacios abiertos	337,134695	2006
22013	Alberuela de Tubo	Zonas húmedas	0	2000
22013	Alberuela de Tubo	Zonas húmedas	0	2006
22014	Alcalá de Gurrea	Superficies artificiales	23,942389	2000
22014	Alcalá de Gurrea	Superficies artificiales	0	2006
22014	Alcalá de Gurrea	Superficies de agua	1022,276159	2000
22014	Alcalá de Gurrea	Superficies de agua	1023,470949	2006
22014	Alcalá de Gurrea	Zonas agrícolas	5157,656567	2000
22014	Alcalá de Gurrea	Zonas agrícolas	5247,135057	2006
22014	Alcalá de Gurrea	Zonas forestales con vegetación natural y espacios abiertos	919,653094	2000
22014	Alcalá de Gurrea	Zonas forestales con vegetación natural y espacios abiertos	858,86504	2006
22014	Alcalá de Gurrea	Zonas húmedas	13,342007	2000
22014	Alcalá de Gurrea	Zonas húmedas	13,375827	2006
22015	Alcalá del Obispo	Superficies artificiales	29,643371	2000
22015	Alcalá del Obispo	Superficies artificiales	119,086773	2006
22015	Alcalá del Obispo	Superficies de agua	0	2000
22015	Alcalá del Obispo	Superficies de agua	0	2006
22015	Alcalá del Obispo	Zonas agrícolas	4430,635115	2000
22015	Alcalá del Obispo	Zonas agrícolas	4377,369482	2006
22015	Alcalá del Obispo	Zonas forestales con vegetación natural y espacios abiertos	331,98762	2000
22015	Alcalá del Obispo	Zonas forestales con vegetación natural y espacios abiertos	290,447329	2006
22015	Alcalá del Obispo	Zonas húmedas	0	2000
22015	Alcalá del Obispo	Zonas húmedas	0	2006
22016	Alcampell	Superficies artificiales	23,94315	2000
22016	Alcampell	Superficies artificiales	0	2006
22016	Alcampell	Superficies de agua	0	2000
22016	Alcampell	Superficies de agua	0	2006
22016	Alcampell	Zonas agrícolas	4403,412253	2000
22016	Alcampell	Zonas agrícolas	4422,349013	2006
22016	Alcampell	Zonas forestales con vegetación natural y espacios abiertos	1389,493197	2000
22016	Alcampell	Zonas forestales con vegetación natural y espacios abiertos	1384,796004	2006
22016	Alcampell	Zonas húmedas	0	2000
22016	Alcampell	Zonas húmedas	0	2006
22017	Alcolea de Cinca	Superficies artificiales	92,483231	2000
22017	Alcolea de Cinca	Superficies artificiales	51,123138	2006
22017	Alcolea de Cinca	Superficies de agua	0	2000
22017	Alcolea de Cinca	Superficies de agua	0	2006
22017	Alcolea de Cinca	Zonas agrícolas	6530,650612	2000
22017	Alcolea de Cinca	Zonas agrícolas	6583,716904	2006
22017	Alcolea de Cinca	Zonas forestales con vegetación natural y espacios abiertos	1709,336045	2000
22017	Alcolea de Cinca	Zonas forestales con vegetación natural y espacios abiertos	1696,074355	2006
22017	Alcolea de Cinca	Zonas húmedas	0	2000
22017	Alcolea de Cinca	Zonas húmedas	0	2006
22018	Alcubierre	Superficies artificiales	23,837858	2000
22018	Alcubierre	Superficies artificiales	0	2006
22018	Alcubierre	Superficies de agua	0	2000
22018	Alcubierre	Superficies de agua	0	2006
22018	Alcubierre	Zonas agrícolas	7384,238437	2000
22018	Alcubierre	Zonas agrícolas	7406,131654	2006
22018	Alcubierre	Zonas forestales con vegetación natural y espacios abiertos	4125,960662	2000
22018	Alcubierre	Zonas forestales con vegetación natural y espacios abiertos	4128,468135	2006
22018	Alcubierre	Zonas húmedas	0	2000
22018	Alcubierre	Zonas húmedas	0	2006
22019	Alerre	Superficies artificiales	13,474923	2000
22019	Alerre	Superficies artificiales	0	2006
22019	Alerre	Superficies de agua	0	2000
22019	Alerre	Superficies de agua	0	2006
22019	Alerre	Zonas agrícolas	804,661557	2000
22019	Alerre	Zonas agrícolas	816,701441	2006
22019	Alerre	Zonas forestales con vegetación natural y espacios abiertos	78,448974	2000
22019	Alerre	Zonas forestales con vegetación natural y espacios abiertos	77,724602	2006
22019	Alerre	Zonas húmedas	0	2000
22019	Alerre	Zonas húmedas	0	2006
22020	Alfántega	Superficies artificiales	7,190861	2000
22020	Alfántega	Superficies artificiales	0	2006
22020	Alfántega	Superficies de agua	0	2000
22020	Alfántega	Superficies de agua	0	2006
22020	Alfántega	Zonas agrícolas	532,769859	2000
22020	Alfántega	Zonas agrícolas	542,619945	2006
22020	Alfántega	Zonas forestales con vegetación natural y espacios abiertos	334,265019	2000
22020	Alfántega	Zonas forestales con vegetación natural y espacios abiertos	334,548957	2006
22020	Alfántega	Zonas húmedas	0	2000
22020	Alfántega	Zonas húmedas	0	2006
22021	Almudévar	Superficies artificiales	324,897341	2000
22021	Almudévar	Superficies artificiales	128,127432	2006
22021	Almudévar	Superficies de agua	169,75905	2000
22021	Almudévar	Superficies de agua	0	2006
22021	Almudévar	Zonas agrícolas	18038,857086	2000
22021	Almudévar	Zonas agrícolas	18407,62942	2006
22021	Almudévar	Zonas forestales con vegetación natural y espacios abiertos	1619,251289	2000
22021	Almudévar	Zonas forestales con vegetación natural y espacios abiertos	1616,581723	2006
22021	Almudévar	Zonas húmedas	6,908244	2000
22021	Almudévar	Zonas húmedas	0	2006
22022	Almunia de San Juan	Superficies artificiales	28,84453	2000
22022	Almunia de San Juan	Superficies artificiales	37,16102	2006
22022	Almunia de San Juan	Superficies de agua	0	2000
22022	Almunia de San Juan	Superficies de agua	0	2006
22022	Almunia de San Juan	Zonas agrícolas	2041,344459	2000
22022	Almunia de San Juan	Zonas agrícolas	2042,057074	2006
22022	Almunia de San Juan	Zonas forestales con vegetación natural y espacios abiertos	1499,394403	2000
