Comarca código	Comarca nombre	Superficie (km2)	Población	Densidad de población (hab/km2)	Año
01	La Jacetania	1857,7	17744	9,55159605964365	2017
01	La Jacetania	1857,7	17863	9,61565376540884	2016
01	La Jacetania	1857,7	18080	9,73246487592184	2015
01	La Jacetania	1857,7	18235	9,81590138343112	2014
01	La Jacetania	1857,7	18421	9,91602519244227	2013
01	La Jacetania	1857,7	18537	9,97846799806212	2012
01	La Jacetania	1857,7	18709	10,071055606395	2011
01	La Jacetania	1857,7	18664	10,0468321042149	2010
01	La Jacetania	1857,7	18703	10,0678258061043	2009
01	La Jacetania	1857,7	18511	9,9644721968025	2008
01	La Jacetania	1857,7	18144	9,76691607902245	2007
01	La Jacetania	1857,7	18166	9,77875868008828	2006
01	La Jacetania	1857,7	17930	9,65171986865479	2005
01	La Jacetania	1857,7	17622	9,48592345373311	2004
01	La Jacetania	1857,7	17299	9,31205253808473	2003
01	La Jacetania	1857,7	17207	9,2625289336276	2002
01	La Jacetania	1857,7	16876	9,08435161759165	2001
01	La Jacetania	1857,7	16646	8,96054260644883	2000
01	La Jacetania	1857,7	16591	8,93093610378425	1999
01	La Jacetania	1857,7	16429	8,84373149593583	1998
01	La Jacetania	1857,7	16583	8,92662970339667	1996
02	Alto Gállego	1359,82	13480	9,91307673074377	2017
02	Alto Gállego	1359,82	13539	9,956464826227	2016
02	Alto Gállego	1359,82	13766	10,1233986851201	2015
02	Alto Gállego	1359,82	14139	10,3976996955479	2014
02	Alto Gállego	1359,82	14447	10,6242002617994	2013
02	Alto Gállego	1359,82	14641	10,7668662028798	2012
02	Alto Gállego	1359,82	14820	10,8985012722272	2011
02	Alto Gállego	1359,82	14921	10,9727758085629	2010
02	Alto Gállego	1359,82	14916	10,9690988513186	2009
02	Alto Gállego	1359,82	14570	10,7146534100101	2008
02	Alto Gállego	1359,82	13955	10,2623876689562	2007
02	Alto Gállego	1359,82	13457	9,89616272741981	2006
02	Alto Gállego	1359,82	13121	9,64907120060008	2005
02	Alto Gállego	1359,82	12749	9,3755055816211	2004
02	Alto Gállego	1359,82	12593	9,26078451559765	2003
02	Alto Gállego	1359,82	12320	9,06002265005663	2002
02	Alto Gállego	1359,82	11955	8,79160477121972	2001
02	Alto Gállego	1359,82	12117	8,91073818593637	2000
02	Alto Gállego	1359,82	12101	8,89897192275448	1999
02	Alto Gállego	1359,82	12102	8,89970731420335	1998
02	Alto Gállego	1359,82	12184	8,96000941301055	1996
03	Sobrarbe	2202,2	7317	3,32258650440469	2017
03	Sobrarbe	2202,2	7411	3,36527109254382	2016
03	Sobrarbe	2202,2	7556	3,43111434020525	2015
03	Sobrarbe	2202,2	7926	3,59912814458269	2014
03	Sobrarbe	2202,2	7721	3,50603941513032	2013
03	Sobrarbe	2202,2	7812	3,54736172917991	2012
03	Sobrarbe	2202,2	7790	3,5373717191899	2011
03	Sobrarbe	2202,2	7718	3,50467714104078	2010
03	Sobrarbe	2202,2	7764	3,52556534374716	2009
03	Sobrarbe	2202,2	7732	3,51103442012533	2008
03	Sobrarbe	2202,2	7483	3,39796567069294	2007
03	Sobrarbe	2202,2	7293	3,31168831168831	2006
03	Sobrarbe	2202,2	7151	3,24720733811643	2005
03	Sobrarbe	2202,2	6953	3,15729724820634	2004
03	Sobrarbe	2202,2	6903	3,13459268004723	2003
03	Sobrarbe	2202,2	6854	3,11234220325129	2002
03	Sobrarbe	2202,2	6833	3,10280628462447	2001
03	Sobrarbe	2202,2	6820	3,0969030969031	2000
03	Sobrarbe	2202,2	6740	3,06057578784852	1999
03	Sobrarbe	2202,2	6689	3,03741712832622	1998
03	Sobrarbe	2202,2	6806	3,09054581781855	1996
04	La Ribagorza	2460,33	12067	4,90462661512886	2017
04	La Ribagorza	2460,33	12115	4,92413619311231	2016
04	La Ribagorza	2460,33	12376	5,03021952339727	2015
04	La Ribagorza	2460,33	12624	5,13101900964505	2014
04	La Ribagorza	2460,33	12942	5,26026996378535	2013
04	La Ribagorza	2460,33	13182	5,35781785370255	2012
04	La Ribagorza	2460,33	13395	5,44439160600407	2011
04	La Ribagorza	2460,33	13473	5,47609467022716	2010
04	La Ribagorza	2460,33	13332	5,41878528490081	2009
04	La Ribagorza	2460,33	13276	5,39602411058679	2008
04	La Ribagorza	2460,33	12953	5,26474090873988	2007
04	La Ribagorza	2460,33	12811	5,2070250738722	2006
04	La Ribagorza	2460,33	12705	5,1639414224921	2005
04	La Ribagorza	2460,33	12549	5,10053529404592	2004
04	La Ribagorza	2460,33	12263	4,98429072522792	2003
04	La Ribagorza	2460,33	12129	4,92982648669081	2002
04	La Ribagorza	2460,33	11944	4,8546333215463	2001
04	La Ribagorza	2460,33	11856	4,81886576190999	2000
04	La Ribagorza	2460,33	11904	4,83837533989343	1999
04	La Ribagorza	2460,33	11755	4,7778143582365	1998
04	La Ribagorza	2460,33	11895	4,83471729402153	1996
05	Cinco Villas	3062,44	30557	9,9779914055459	2017
05	Cinco Villas	3062,44	30681	10,0184819947493	2016
05	Cinco Villas	3062,44	31108	10,1579132978932	2015
05	Cinco Villas	3062,44	31442	10,2669766591345	2014
05	Cinco Villas	3062,44	32074	10,4733480492679	2013
05	Cinco Villas	3062,44	32661	10,6650252739646	2012
05	Cinco Villas	3062,44	33150	10,8247018717101	2011
05	Cinco Villas	3062,44	33331	10,8838050704667	2010
05	Cinco Villas	3062,44	33580	10,9651127858832	2009
