Año	Comarca código	Comarca nombre	Total ingresos	Impuestos directos	Impuestos indirectos	Tasas y otros ingresos	Transferencias corrientes	Ingresos patrimoniales	Enajenación inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Tipo de presupuesto	Estado de la información
2007	25	Jiloca	3765304,81	0	0	127573,57	2578342,47	24850,9	0	1034537,87	0	0	Liquidaciones	Consolidada
2007	26	Cuencas Mineras											Liquidaciones	Sin información
2007	27	Andorra-Sierra de Arcos	2872852,37	0	0	426458,23	2175113,53	31280,61	0	240000	0	0	Liquidaciones	Consolidada
2007	28	Bajo Aragón											Liquidaciones	Sin información
2007	29	Comunidad de Teruel	4742215,67	0	0	77144,26	4567484,97	97586,44	0	0	0	0	Liquidaciones	Consolidada
2007	30	Maestrazgo	3025278,68	0	0	151756,05	1915330,35	27087,28	0	431105	0	500000	Liquidaciones	Consolidada
2007	31	Sierra de Albarracín	3013902,9	0	0	69964,11	2030697,65	145617,14	0	767624	0	0	Liquidaciones	Consolidada
2007	32	Gúdar-Javalambre	3401368,5	0	0	295637,25	1833333,36	116172,89	0	1156225	0	0	Liquidaciones	Consolidada
2007	33	Matarraña / Matarranya	2870696,69	0	0	40404,02	2202823,77	44958,92	0	582509,98	0	0	Liquidaciones	Consolidada
2008	01	La Jacetania	6236412,63	0	0	651817,56	4353771,46	47506,89	0	1183316,72	0	0	Liquidaciones	Consolidada
2008	02	Alto Gállego	4932105,43	0	0	397051,69	4075084,5	11924,98	0	448044,26	0	0	Liquidaciones	Consolidada
2008	03	Sobrarbe	5487803,72	0	0	164498,92	3793465,8	125943,16	0	1403895,84	0	0	Liquidaciones	Consolidada
2008	04	La Ribagorza	6720641,57	0	0	504232,43	5487205,72	47465,42	0	681738	0	0	Liquidaciones	Consolidada
2008	05	Cinco Villas	5621136,91	0	0	77527,56	4448502,27	218261,08	0	876846	0	0	Liquidaciones	Consolidada
2008	06	Hoya de Huesca / Plana de Uesca	7483939,08	0	0	871679,95	5937317,86	110433,56	0	562141,01	2366,7	0	Liquidaciones	Consolidada
2008	07	Somontano de Barbastro	6646368,42	0	0	559789,91	4895770,68	64447,96	0	1124559,87	1800	0	Liquidaciones	Consolidada
2008	08	Cinca Medio	4449174,99	0	0	324037,3	3147820,41	5059,43	0	972257,85	0	0	Liquidaciones	Consolidada
2008	09	La Litera / La Llitera	5845296,31	0	0	1512579,78	3417264,89	42238,64	0	873213	0	0	Liquidaciones	Consolidada
2008	10	Los Monegros	7227413,73	0	0	1235303,92	4044805,01	0	0	1947304,8	0	0	Liquidaciones	Consolidada
2008	11	Bajo Cinca / Baix Cinca	4714966,85	0	0	421884,97	3262260,46	123220,26	0	907601,16	0	0	Liquidaciones	Consolidada
2008	12	Tarazona y el Moncayo	3374261,97	0	0	138987,21	2943589,92	57574,14	0	234110,7	0	0	Liquidaciones	Consolidada
2008	13	Campo de Borja	3374650,26	0	0	219852,58	2958172,6	33802,53	0	162822,55	0	0	Liquidaciones	Consolidada
2008	14	Aranda	2569596,86	0	0	198613,58	2149853,88	33987,51	0	187141,89	0	0	Liquidaciones	Consolidada
2008	15	Ribera Alta del Ebro	4169600,14	0	0	39153,35	3409749,78	103780,01	0	616917	0	0	Liquidaciones	Consolidada
2008	16	Valdejalón	5130811,39	0	0	1007106,04	2979636,9	121340,2	0	1022728,25	0	0	Liquidaciones	Consolidada
2008	18	Ribera Baja del Ebro	4020063,96	0	0	69381,68	2770499,75	27346,54	0	1152835,99	0	0	Liquidaciones	Consolidada
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3828067,12	0	0	62793,68	3104998,16	60275,28	0	0	0	600000	Liquidaciones	Consolidada
2008	20	Comunidad de Calatayud	6239042,78	0	0	2434,15	3384857,74	112344,89	0	2739406	0	0	Liquidaciones	Consolidada
2008	21	Campo de Cariñena	2937791,22	0	0	115358,93	2663003,06	69909,23	0	89520	0	0	Liquidaciones	Consolidada
2008	22	Campo de Belchite	2388341,65	0	0	8804,61	1576883,05	43570,7	0	759083,29	0	0	Liquidaciones	Consolidada
2008	23	Bajo Martín	2603724,86	0	0	205123,18	1901365,56	36648,12	0	460588	0	0	Liquidaciones	Consolidada
2008	24	Campo de Daroca	3255496,5	0	0	106569,17	2675530,69	0	0	473396,64	0	0	Liquidaciones	Consolidada
2008	25	Jiloca	4331060,73	0	0	162671,69	3102667,46	55972,06	0	1009749,52	0	0	Liquidaciones	Consolidada
2008	26	Cuencas Mineras											Liquidaciones	Sin información
2008	27	Andorra-Sierra de Arcos	2930027,34	0	0	342374,16	2327727,87	21847,31	0	238078	0	0	Liquidaciones	Consolidada
2008	28	Bajo Aragón											Liquidaciones	Sin información
2008	29	Comunidad de Teruel	4434702,33	0	0	127070,37	4214529,29	93102,67	0	0	0	0	Liquidaciones	Consolidada
2008	30	Maestrazgo	2595573,04	0	0	172031,43	1711559,89	25876,72	0	686105	0	0	Liquidaciones	Consolidada
2008	31	Sierra de Albarracín	2413029,72	0	0	21328,63	1728091,15	165985,94	0	497624	0	0	Liquidaciones	Consolidada
2008	32	Gúdar-Javalambre	3151723,7	0	0	355016,97	1996267,19	101570,44	0	698869,1	0	0	Liquidaciones	Consolidada
2008	33	Matarraña / Matarranya	3560145,58	0	0	12576,59	2409256,69	56784,24	0	1081528,06	0	0	Liquidaciones	Consolidada
2009	01	La Jacetania											Liquidaciones	Sin información
2009	02	Alto Gállego	6237548,67	0	0	406155,32	4579802,5	1799,62	0	1249791,23	0	0	Liquidaciones	Consolidada
2009	03	Sobrarbe	5396000,96	0	0	200127,63	3290140,28	64483,86	0	1841249,19	0	0	Liquidaciones	Consolidada
2009	04	La Ribagorza	7397882,87	0	0	1182168,09	6113423,05	5429,23	0	95000	1862,5	0	Liquidaciones	Consolidada
2009	05	Cinco Villas	5274031,55	0	0	66922,83	4669264,87	50843,85	0	487000	0	0	Liquidaciones	Consolidada
2009	06	Hoya de Huesca / Plana de Uesca	9441369,16	0	0	1062242,96	7100416,29	31348,08	0	1247261,83	100	0	Liquidaciones	Consolidada
2009	07	Somontano de Barbastro	6205658,81	0	0	567495,4	4952361,02	31190,7	269,21	552642,48	1700	100000	Liquidaciones	Consolidada
2009	08	Cinca Medio											Liquidaciones	Sin información
2009	09	La Litera / La Llitera	5500860,81	0	0	1464121,7	3365940,02	8640,11	0	662158,98	0	0	Liquidaciones	Consolidada
2009	10	Los Monegros	8689052,24	0	0	1196201,93	4808255,66	0	0	2684594,65	0	0	Liquidaciones	Consolidada
2009	11	Bajo Cinca / Baix Cinca	5264254,71	0	0	352727,99	3769742,73	139478,99	0	1002305	0	0	Liquidaciones	Consolidada
2009	12	Tarazona y el Moncayo	3766261,97	0	0	68266,26	3079796,44	14999,27	0	603200	0	0	Liquidaciones	Clasificación Económica de la Administración General
2009	13	Campo de Borja	3279661,96	0	0	237372,18	2870564,42	4777,1	0	166948,26	0	0	Liquidaciones	Consolidada
2009	14	Aranda	2658506,66	0	0	199049,05	2247243,75	33187,84	0	179026,02	0	0	Liquidaciones	Consolidada
2009	15	Ribera Alta del Ebro	4480306,02	0	0	82320,51	3836087,87	43388,36	0	518509,28	0	0	Liquidaciones	Consolidada
2009	16	Valdejalón	4830313,07	0	0	1052136,01	3216210,77	91834,56	0	470131,73	0	0	Liquidaciones	Consolidada
2009	18	Ribera Baja del Ebro	3470025,65	0	0	83109,67	2626486,65	19325,47	0	741103,86	0	0	Liquidaciones	Consolidada
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4782929,01	0	0	56630,67	2700677,63	29200,08	0	1396420,63	0	600000	Liquidaciones	Consolidada
2009	20	Comunidad de Calatayud	6366105,92	0	0	2649,6	4409052,76	41450,29	0	1912953,27	0	0	Liquidaciones	Consolidada
2009	21	Campo de Cariñena	2962039,07	0	0	115049,15	2750542,71	51447,21	0	45000	0	0	Liquidaciones	Consolidada
2009	22	Campo de Belchite	2418226,95	0	0	10,5	1659860,97	22175,67	0	736179,81	0	0	Liquidaciones	Consolidada
2009	23	Bajo Martín											Liquidaciones	Sin información
2009	24	Campo de Daroca	3354169,3	0	0	48228,45	2683165,85	0	0	382775	0	240000	Liquidaciones	Consolidada
2009	25	Jiloca	4969258,71	0	0	317528,35	3182108,06	15501,3	0	654121	0	800000	Liquidaciones	Consolidada
2009	26	Cuencas Mineras											Liquidaciones	Sin información
2009	27	Andorra-Sierra de Arcos											Liquidaciones	Sin información
2009	28	Bajo Aragón	4222407,95	0	0	146726,49	4017852,53	7302,4	0	50526,53	0	0	Liquidaciones	Consolidada
2009	29	Comunidad de Teruel	7148286,09	0	0	187337,55	4450712,36	28722,37	0	60000	0	2421513,81	Liquidaciones	Consolidada
2009	30	Maestrazgo											Liquidaciones	Sin información
2009	31	Sierra de Albarracín	2552364,21	0	0	12836,87	1896655,61	38270,45	0	604601,28	0	0	Liquidaciones	Consolidada
2009	32	Gúdar-Javalambre	3715408,08	0	0	482622,89	2329396,3	61122,27	0	842266,62	0	0	Liquidaciones	Consolidada
2009	33	Matarraña / Matarranya	3721648,07	0	0	165425,95	2344835,97	19224,88	0	1192161,27	0	0	Liquidaciones	Consolidada
2010	01	La Jacetania	5742288,98	0	0	720075,84	4735512,12	14989,91	0	271711,11	0	0	Liquidaciones	Consolidada
2010	02	Alto Gállego	5036301,3	0	0	438832,82	4139520,12	7559,82	0	450388,54	0	0	Liquidaciones	Consolidada
2010	03	Sobrarbe	6025867,99	0	0	717912,05	3728700,88	36411,28	0	1542843,78	0	0	Liquidaciones	Consolidada
2010	04	La Ribagorza	6994499,17	0	0	1281085,61	5709226,22	3784,3	403,04	0	0	0	Liquidaciones	Consolidada
2010	05	Cinco Villas	4799504,79	0	0	62002,14	4653853,4	11792,25	0	71857	0	0	Liquidaciones	Consolidada
2010	06	Hoya de Huesca / Plana de Uesca											Liquidaciones	Sin información
2010	07	Somontano de Barbastro	6225875,32	0	0	570668,19	4774469,33	19758,01	0	860979,79	0	0	Liquidaciones	Consolidada
2010	08	Cinca Medio	3789526,24	0	0	274562,01	3110497,55	145,52	0	404321,16	0	0	Liquidaciones	Consolidada
2010	09	La Litera / La Llitera	5701757,94	0	0	1482209,84	3486060,14	2357,86	0	731130,1	0	0	Liquidaciones	Consolidada
2010	10	Los Monegros	7526830,66	0	0	1215470,35	4830568,28	0	8554,48	1472237,55	0	0	Liquidaciones	Consolidada
2010	11	Bajo Cinca / Baix Cinca	4263745,4	0	0	353296,69	3217791,27	44891,04	0	647766,4	0	0	Liquidaciones	Consolidada
2010	12	Tarazona y el Moncayo	3073871,2	0	0	70381,07	2999193	3581,41	0	715,72	0	0	Liquidaciones	Consolidada
2010	13	Campo de Borja	3637605,94	0	0	321511,14	2882550,38	1464,36	0	132080,06	0	300000	Liquidaciones	Consolidada
2010	14	Aranda	2536893,87	0	0	239478,54	2293064,11	4351,22	0	0	0	0	Liquidaciones	Consolidada
2010	15	Ribera Alta del Ebro	4625079,16	0	0	126819,01	4032955,72	38875,51	0	426428,92	0	0	Liquidaciones	Consolidada
2010	16	Valdejalón	4184856,55	0	0	215941,69	3960727,08	24385,83	0	-16198,05	0	0	Liquidaciones	Consolidada
2010	18	Ribera Baja del Ebro	3086604,3	0	0	99806,44	2620125,06	6063,54	0	360609,26	0	0	Liquidaciones	Consolidada
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3085681,68	0	0	59274,69	2336483,84	28643,42	0	661279,73	0	0	Liquidaciones	Consolidada
2010	20	Comunidad de Calatayud	6151231,82	0	0	2147,32	3480862,15	9714,48	0	2657641,13	866,74	0	Liquidaciones	Consolidada
2010	21	Campo de Cariñena	4405397,8	0	0	172773,04	2707165,67	18180,97	0	507278,12	0	1000000	Liquidaciones	Consolidada
2010	22	Campo de Belchite	2495945,76	0	0	3451,5	1650431,02	19613,4	0	822449,84	0	0	Liquidaciones	Consolidada
2010	23	Bajo Martín	2753427,45	0	0	342328,22	1990579,04	2735,59	0	361525	0	56259,6	Liquidaciones	Consolidada
2010	24	Campo de Daroca	2659272,97	0	0	29902,29	2534928,58	0	0	94442,1	0	0	Liquidaciones	Consolidada
2010	25	Jiloca	4049472,04	0	0	712368,02	2813043,32	3662,7	0	520398	0	0	Liquidaciones	Consolidada
2010	26	Cuencas Mineras											Liquidaciones	Sin información
2010	27	Andorra-Sierra de Arcos	2698052,9	0	0	501167,68	2172789,32	24095,9	0	0	0	0	Liquidaciones	Consolidada
2010	28	Bajo Aragón	4025796,51	0	0	210363,44	3747047,16	2400,71	0	65985,2	0	0	Liquidaciones	Consolidada
2010	29	Comunidad de Teruel	4504929,96	0	0	150611,09	4236158,31	25438,06	50898	41824,5	0	0	Liquidaciones	Consolidada
2010	30	Maestrazgo	2600488,91	0	0	147418,73	2096242,4	574,96	0	356252,82	0	0	Liquidaciones	Consolidada
2010	31	Sierra de Albarracín	2188279,85	0	0	186454,7	1987875,4	10975,46	0	2974,29	0	0	Liquidaciones	Consolidada
2010	32	Gúdar-Javalambre	3618639,8	0	0	503542,34	2489905,48	19588,98	0	605603	0	0	Liquidaciones	Consolidada
2010	33	Matarraña / Matarranya	4127453,58	0	0	143526,2	2334102,23	5051,66	0	1644773,49	0	0	Liquidaciones	Consolidada
2011	01	La Jacetania	5187205,28	0	0	792006,81	4006243,04	40077,62	0	348877,81	0	0	Liquidaciones	Consolidada
2011	02	Alto Gállego	4780005,94	0	0	396889,02	3756846,24	6003,03	0	620267,65	0	0	Liquidaciones	Consolidada
2011	03	Sobrarbe	5624609,2	0	0	833808,05	3631890,5	52951,1	0	1105959,55	0	0	Liquidaciones	Consolidada
2011	04	La Ribagorza	6864589,25	0	0	1222313,59	4348987,41	8656,22	0	454298,03	0	830334	Liquidaciones	Consolidada
2011	05	Cinco Villas	4346057,23	0	0	87640,28	3959575,99	29342,06	0	269498,9	0	0	Liquidaciones	Consolidada
2011	06	Hoya de Huesca / Plana de Uesca	5425049,67	0	0	1195703,89	3954757,58	11056,62	0	263531,58	0	0	Liquidaciones	Consolidada
2011	07	Somontano de Barbastro	5411406,39	0	0	573444,19	4177854,19	10249,05	0	648058,96	1800	0	Liquidaciones	Consolidada
2011	08	Cinca Medio	3291827,78	0	0	278264,97	2620248,96	444,9	0	392868,95	0	0	Liquidaciones	Consolidada
2011	09	La Litera / La Llitera	4914563,22	0	0	1594449,54	2908837,72	1127,79	1600	408548,17	0	0	Liquidaciones	Consolidada
2011	10	Los Monegros	6431143,84	0	0	1302770,01	4017402,4	0	0	1110971,43	0	0	Liquidaciones	Consolidada
2011	11	Bajo Cinca / Baix Cinca	3601684,28	0	0	318088,45	3084342,04	71532,99	0	127720,8	0	0	Liquidaciones	Consolidada
2011	12	Tarazona y el Moncayo	2643620,02	0	0	68043,76	2326308,2	8435,06	0	240833	0	0	Liquidaciones	Consolidada
2011	13	Campo de Borja	2604367,61	0	0	279647,45	2272049,18	3987,98	0	48683	0	0	Liquidaciones	Consolidada
2011	14	Aranda	2101890,36	0	0	249803,83	1825708,31	1378,22	0	25000	0	0	Liquidaciones	Consolidada
2011	15	Ribera Alta del Ebro	4168235,27	0	0	116971,59	3642344,51	44302,85	0	364616,32	0	0	Liquidaciones	Consolidada
2011	16	Valdejalón	3851592,49	0	0	241791,98	3570300,21	35496,97	0	4003,33	0	0	Liquidaciones	Consolidada
2011	18	Ribera Baja del Ebro	2752543,91	0	0	102035,9	2343737,27	2215,52	0	304555,22	0	0	Liquidaciones	Consolidada
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1906835,75	0	0	62499,6	1831838,36	12497,79	0	0	0	0	Liquidaciones	Consolidada
2011	20	Comunidad de Calatayud	3595674,77	0	0	638,5	2871784,62	6437,29	0	715731,02	1083,34	0	Liquidaciones	Consolidada
2011	21	Campo de Cariñena	2970681,16	0	0	135002,53	2172542,66	10522,04	0	652613,93	0	0	Liquidaciones	Consolidada
2011	22	Campo de Belchite	2311331,17	0	0	9258,91	1298361,27	1763,17	0	1001947,82	0	0	Liquidaciones	Consolidada
2011	23	Bajo Martín	3225379,98	0	0	346589,04	1507042,75	8346,63	0	295716,16	0	1067685,4	Liquidaciones	Consolidada
2011	24	Campo de Daroca	2293919,12	0	0	31229,39	2022832,73	0	0	239857	0	0	Liquidaciones	Consolidada
2011	25	Jiloca	3351101,19	0	0	795496,33	2330447,39	2853,41	0	222304,06	0	0	Liquidaciones	Consolidada
2011	26	Cuencas Mineras	3153248,25	0	0	457460,36	2263836,17	2203,75	0	429747,97	0	0	Liquidaciones	Consolidada
2011	27	Andorra-Sierra de Arcos	2108800,38	0	0	549950,18	1546101,3	12748,9	0	0	0	0	Liquidaciones	Consolidada
2011	28	Bajo Aragón	3717814,18	0	0	171894,55	3173484,89	1812,74	0	370622	0	0	Liquidaciones	Consolidada
2011	29	Comunidad de Teruel	4142193,78	0	0	161541,4	3781112,02	19540,36	0	180000	0	0	Liquidaciones	Consolidada
2011	30	Maestrazgo											Liquidaciones	Sin información
2011	31	Sierra de Albarracín	1778152,38	0	0	141153,09	1222960,29	58975,28	0	355063,72	0	0	Liquidaciones	Consolidada
2011	32	Gúdar-Javalambre	3006183,99	0	0	538838,32	2034766,69	20778,98	0	411800	0	0	Liquidaciones	Consolidada
2011	33	Matarraña / Matarranya	3671616,46	0	0	137413,16	2000636,23	116215,54	0	1417351,53	0	0	Liquidaciones	Consolidada
2012	01	La Jacetania	4690877,02	0	0	835655,68	3765972,1	11459,24	0	77790	0	0	Liquidaciones	Consolidada
2012	02	Alto Gállego	4435535,9	0	0	360002,36	3522743,12	381,59	0	552408,83	0	0	Liquidaciones	Consolidada
2012	03	Sobrarbe	5177370,31	0	0	911681,85	3344077,56	71356,34	0	850254,56	0	0	Liquidaciones	Consolidada
2012	04	La Ribagorza	6685794,71	0	0	1446081,98	4358511,18	2819,01	0	347004,58	0	531377,96	Liquidaciones	Consolidada
2012	05	Cinco Villas	3887652,26	0	0	1060986,2	2815372,4	11293,66	0	0	0	0	Liquidaciones	Consolidada
2012	06	Hoya de Huesca / Plana de Uesca	5693702,56	0	0	1211856,98	4349195,23	4466,51	0	128183,84	0	0	Liquidaciones	Consolidada
2012	07	Somontano de Barbastro	4453172,91	0	0	592538,84	3577631,89	6863,72	0	274338,46	1800	0	Liquidaciones	Consolidada
2012	08	Cinca Medio	3031456,78	0	0	273388,5	2337511,48	343,1	0	420213,7	0	0	Liquidaciones	Consolidada
2012	09	La Litera / La Llitera	4683320,13	0	0	1688585,97	2577423,21	674,88	10423,64	406212,43	0	0	Liquidaciones	Consolidada
2012	10	Los Monegros	4767574,24	0	0	1392248,36	2575530,47	0	4883,6	794911,81	0	0	Liquidaciones	Consolidada
2012	11	Bajo Cinca / Baix Cinca	3512222,37	0	0	385376,73	3015599,74	84604,39	0	26641,51	0	0	Liquidaciones	Consolidada
2012	12	Tarazona y el Moncayo	2571757,53	0	0	69549,72	2340790,27	23475,3	0	137942,24	0	0	Liquidaciones	Consolidada
2012	13	Campo de Borja	2885591,22	0	0	291842,41	2417454,94	2347,87	32500	141446	0	0	Liquidaciones	Consolidada
2012	14	Aranda	2141555,85	0	0	218147,41	1792971,69	693,06	0	129743,69	0	0	Liquidaciones	Consolidada
2012	15	Ribera Alta del Ebro	3851228,14	0	0	101242,31	3725465,37	24520,46	0	0	0	0	Liquidaciones	Consolidada
2012	16	Valdejalón	3661403,17	0	0	244336,74	3306963,5	14102,93	0	96000	0	0	Liquidaciones	Consolidada
2012	18	Ribera Baja del Ebro	2680794,84	0	0	107948,67	2167763,69	528,52	0	404553,96	0	0	Liquidaciones	Consolidada
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1600231,53	0	0	68771,5	1528063,27	3396,76	0	0	0	0	Liquidaciones	Consolidada
2012	20	Comunidad de Calatayud	3566894,91	0	0	30647,69	2745905,56	634,88	0	788409,92	1296,86	0	Liquidaciones	Consolidada
2012	21	Campo de Cariñena	2333451,97	0	0	173604,18	1958690,07	8262,62	0	192895,1	0	0	Liquidaciones	Consolidada
2012	22	Campo de Belchite	1658556,9	0	0	887,51	1215935,32	437,66	0	441296,41	0	0	Liquidaciones	Consolidada
2012	23	Bajo Martín	2067258,28	0	0	338232,09	1409154,84	3724,1	0	316147,25	0	0	Liquidaciones	Consolidada
2012	24	Campo de Daroca	2292528,43	0	0	21090,4	2007515,77	425,74	0	263496,52	0	0	Liquidaciones	Consolidada
2012	25	Jiloca	3063665,15	0	0	708147,18	2151995,39	1758,67	0	201763,91	0	0	Liquidaciones	Consolidada
2012	26	Cuencas Mineras											Liquidaciones	Sin información
2012	27	Andorra-Sierra de Arcos	2251119,68	0	0	501328,26	1571661,08	79010,34	0	99120	0	0	Liquidaciones	Consolidada
2012	28	Bajo Aragón	2748162,08	0	0	182674,12	2513971,44	1546,5	0	49970,02	0	0	Liquidaciones	Consolidada
2012	29	Comunidad de Teruel	3472371,73	0	0	178958,66	3173405,26	10007,81	0	110000	0	0	Liquidaciones	Consolidada
2012	30	Maestrazgo	1714291,15	0	0	127796,4	1520132,72	415,03	0	65947	0	0	Liquidaciones	Consolidada
2012	31	Sierra de Albarracín	1906689,02	0	0	200240,58	1101340,48	26440,26	0	578667,7	0	0	Liquidaciones	Consolidada
2012	32	Gúdar-Javalambre	2588274,61	0	0	594933,93	1728262,96	1877,72	0	263200	0	0	Liquidaciones	Consolidada
2012	33	Matarraña / Matarranya	2546296,87	0	0	126960,78	1802789,87	61227,6	0	543878,62	0	11440	Liquidaciones	Consolidada
2013	01	La Jacetania	4910462,1	0	0	796169,05	3899392,96	138981,6	0	75918,49	0	0	Liquidaciones	Consolidada
2013	02	Alto Gállego	4559687,11	0	0	364819,42	4190533,33	4334,36	0	0	0	0	Liquidaciones	Consolidada
2013	03	Sobrarbe	5102765,35	0	0	903852,02	3935360,44	54863,48	0	208689,41	0	0	Liquidaciones	Consolidada
2013	04	La Ribagorza	6111784,84	0	0	1503766,97	4322506,17	777,98	0	41488,72	0	243245	Liquidaciones	Consolidada
2013	05	Cinco Villas	4294161,67	0	0	1133204,9	3159446,29	1510,48	0	0	0	0	Liquidaciones	Consolidada
2013	06	Hoya de Huesca / Plana de Uesca	6666166,22	0	0	1663679,26	4985785,75	501,21	0	16200	0	0	Liquidaciones	Consolidada
2013	07	Somontano de Barbastro	4804325,34	0	0	615987,04	4122586,02	6403,68	0	58248,6	1100	0	Liquidaciones	Consolidada
2013	08	Cinca Medio	3324383,72	0	0	266405,15	3024100,66	53,41	0	33824,5	0	0	Liquidaciones	Consolidada
2013	09	La Litera / La Llitera	5118707,65	0	0	1814639,23	2890545,25	881,77	0	412641,4	0	0	Liquidaciones	Consolidada
2013	10	Los Monegros	5129681,98	0	0	1325319,17	3385765,2	0	0	418597,61	0	0	Liquidaciones	Consolidada
2013	11	Bajo Cinca / Baix Cinca	3940858,63	0	0	453854,24	3328785,45	128443,14	0	29775,8	0	0	Liquidaciones	Consolidada
2013	12	Tarazona y el Moncayo	3139398,9	0	0	67175,34	2698181,09	10978,63	0	363063,84	0	0	Liquidaciones	Consolidada
2013	13	Campo de Borja	2788195,46	0	0	203186,91	2584659,93	348,62	0	0	0	0	Liquidaciones	Consolidada
2013	14	Aranda	2093290,01	0	0	196168,18	1886418,45	7569,67	0	3133,71	0	0	Liquidaciones	Consolidada
2013	15	Ribera Alta del Ebro	5066270,47	0	0	93391,42	4235831,78	37047,27	0	0	0	700000	Liquidaciones	Consolidada
2013	16	Valdejalón	3940416,91	0	0	241197,5	3685544,68	13674,73	0	0	0	0	Liquidaciones	Consolidada
2013	18	Ribera Baja del Ebro	2601152,13	0	0	123590,32	2477477,13	84,68	0	0	0	0	Liquidaciones	Consolidada
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2276136,69	0	0	70997,26	2162851,26	11431,93	0	30856,24	0	0	Liquidaciones	Consolidada
2013	20	Comunidad de Calatayud	4131066,55	0	0	204441,1	3437341,44	113,11	0	487979,27	1191,63	0	Liquidaciones	Consolidada
2013	21	Campo de Cariñena	2220084,06	0	0	129329,5	2067898,63	6488,41	0	16367,52	0	0	Liquidaciones	Consolidada
2013	22	Campo de Belchite	1802642,89	0	0	5504,28	1406528,72	183,09	0	390426,8	0	0	Liquidaciones	Consolidada
2013	23	Bajo Martín	2186549,98	0	0	355291,62	1597992,97	1833,67	0	231431,72	0	0	Liquidaciones	Consolidada
2013	24	Campo de Daroca	2296122,73	0	0	29120,46	2148933,59	176,29	0	117892,39	0	0	Liquidaciones	Consolidada
