Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
01	La Jacetania	2011	1	4205	PP-PAR
01	La Jacetania	2011	2	3300	PSOE
01	La Jacetania	2011	3	1098	CHA-IU
01	La Jacetania	2011	4	497	UPyD
01	La Jacetania	2011	5	136	EQUO
01	La Jacetania	2011	6	76	PACMA
01	La Jacetania	2011	7	2	Eb
01	La Jacetania	2011	8	34	PCPE
01	La Jacetania	2011	9	20	PUM+J
01	La Jacetania	2011	10	23	PIRATA
01	La Jacetania	2011	11	10	UCE
01	La Jacetania	2011	12	2	DeC
01	La Jacetania	2011	13	1	PH
01	La Jacetania	2011	14	3	P-LIB
01	La Jacetania	2011	15	0	SXT
02	Alto Gállego	2011	1	3173	PP-PAR
02	Alto Gállego	2011	2	2576	PSOE
02	Alto Gállego	2011	3	734	CHA-IU
02	Alto Gállego	2011	4	279	UPyD
02	Alto Gállego	2011	5	97	EQUO
02	Alto Gállego	2011	6	40	PACMA
02	Alto Gállego	2011	7	0	Eb
02	Alto Gállego	2011	8	19	PCPE
02	Alto Gállego	2011	9	10	PUM+J
02	Alto Gállego	2011	10	19	PIRATA
02	Alto Gállego	2011	11	5	UCE
02	Alto Gállego	2011	12	0	DeC
02	Alto Gállego	2011	13	0	PH
02	Alto Gállego	2011	14	0	P-LIB
02	Alto Gállego	2011	15	0	SXT
03	Sobrarbe	2011	1	1892	PP-PAR
03	Sobrarbe	2011	2	1415	PSOE
03	Sobrarbe	2011	3	433	CHA-IU
03	Sobrarbe	2011	4	161	UPyD
03	Sobrarbe	2011	5	56	EQUO
03	Sobrarbe	2011	6	12	PACMA
03	Sobrarbe	2011	7	0	Eb
03	Sobrarbe	2011	8	13	PCPE
03	Sobrarbe	2011	9	10	PUM+J
03	Sobrarbe	2011	10	9	PIRATA
03	Sobrarbe	2011	11	1	UCE
03	Sobrarbe	2011	12	0	DeC
03	Sobrarbe	2011	13	0	PH
03	Sobrarbe	2011	14	0	P-LIB
03	Sobrarbe	2011	15	0	SXT
04	La Ribagorza	2011	1	3327	PP-PAR
04	La Ribagorza	2011	2	2224	PSOE
04	La Ribagorza	2011	3	548	CHA-IU
04	La Ribagorza	2011	4	297	UPyD
04	La Ribagorza	2011	5	128	EQUO
04	La Ribagorza	2011	6	46	PACMA
04	La Ribagorza	2011	7	0	Eb
04	La Ribagorza	2011	8	17	PCPE
04	La Ribagorza	2011	9	17	PUM+J
04	La Ribagorza	2011	10	25	PIRATA
04	La Ribagorza	2011	11	6	UCE
04	La Ribagorza	2011	12	0	DeC
04	La Ribagorza	2011	13	0	PH
04	La Ribagorza	2011	14	0	P-LIB
04	La Ribagorza	2011	15	0	SXT
05	Cinco Villas	2011	1	7860	PP-PAR
05	Cinco Villas	2011	2	7345	PSOE
05	Cinco Villas	2011	3	1527	CHA-IU
05	Cinco Villas	2011	4	515	UPyD
05	Cinco Villas	2011	5	61	EQUO
05	Cinco Villas	2011	6	39	PACMA
05	Cinco Villas	2011	7	58	Eb
05	Cinco Villas	2011	8	28	PCPE
05	Cinco Villas	2011	9	19	PUM+J
05	Cinco Villas	2011	10	0	PIRATA
05	Cinco Villas	2011	11	6	UCE
05	Cinco Villas	2011	12	8	DeC
05	Cinco Villas	2011	13	13	PH
05	Cinco Villas	2011	14	25	P-LIB
05	Cinco Villas	2011	15	0	SXT
06	Hoya de Huesca / Plana de Uesca	2011	1	17013	PP-PAR
06	Hoya de Huesca / Plana de Uesca	2011	2	11613	PSOE
06	Hoya de Huesca / Plana de Uesca	2011	3	3308	CHA-IU
06	Hoya de Huesca / Plana de Uesca	2011	4	2257	UPyD
06	Hoya de Huesca / Plana de Uesca	2011	5	690	EQUO
06	Hoya de Huesca / Plana de Uesca	2011	6	141	PACMA
06	Hoya de Huesca / Plana de Uesca	2011	7	1	Eb
06	Hoya de Huesca / Plana de Uesca	2011	8	86	PCPE
06	Hoya de Huesca / Plana de Uesca	2011	9	95	PUM+J
06	Hoya de Huesca / Plana de Uesca	2011	10	114	PIRATA
06	Hoya de Huesca / Plana de Uesca	2011	11	36	UCE
06	Hoya de Huesca / Plana de Uesca	2011	12	0	DeC
06	Hoya de Huesca / Plana de Uesca	2011	13	0	PH
06	Hoya de Huesca / Plana de Uesca	2011	14	0	P-LIB
06	Hoya de Huesca / Plana de Uesca	2011	15	0	SXT
07	Somontano de Barbastro	2011	1	6873	PP-PAR
07	Somontano de Barbastro	2011	2	4594	PSOE
07	Somontano de Barbastro	2011	3	974	CHA-IU
07	Somontano de Barbastro	2011	4	609	UPyD
07	Somontano de Barbastro	2011	5	129	EQUO
07	Somontano de Barbastro	2011	6	68	PACMA
07	Somontano de Barbastro	2011	7	0	Eb
07	Somontano de Barbastro	2011	8	37	PCPE
07	Somontano de Barbastro	2011	9	32	PUM+J
07	Somontano de Barbastro	2011	10	53	PIRATA
07	Somontano de Barbastro	2011	11	11	UCE
07	Somontano de Barbastro	2011	12	0	DeC
07	Somontano de Barbastro	2011	13	0	PH
07	Somontano de Barbastro	2011	14	0	P-LIB
07	Somontano de Barbastro	2011	15	0	SXT
08	Cinca Medio	2011	1	5968	PP-PAR
